title,region,number_of_rooms,quadrat,date,price
Banese me Qira ne Dardani mbi kurriz,Prishtine,3,65m 2,23/01/2019,260 €
Banese me qera,Prishtine,1,65m 2,22/01/2019,250 €
Banese me qera,Prishtine,2,852m 2,22/01/2019,350 €
Banese me Qira ne Kolovice - 150 Euro,Prishtine,1,43m 2,22/01/2019,150 €
Banese me Qira te Mati 1 - afer Super Vives,Prishtine,3,87m 2,22/01/2019,300 €
Banese me qira te domi i pelqve - 220 Euro,Prishtine,2,55m 2,22/01/2019,220 €
Garsonjere me Qira te Parku i Qytetit,Prishtine,1,34m 2,22/01/2019,200 €
Banese me Qira te Kolegji ILIRIA ne bregun e Diellit,Prishtine,2,60m 2,22/01/2019,250 €
"Banesë 80m2 me qira te Qafa, te MINI MAX",Prishtine,2,80m 2,22/01/2019,700 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), mbi Cactus #1082",Prishtine,2,60m 2,22/01/2019,250 €
Ipet banesa me qira ne bregun e diellit te gjambazet,Prishtine,2,65m 2,22/01/2019,300 €
Banes me qira ne Ulpiane_200,Prishtine,1,45m 2,22/01/2019,200 €
Banese me qira ne Mati 1_2+1,Prishtine,2,70m 2,22/01/2019,250 €
Banes me qira _ 83m2,Prishtine,2,83m 2,22/01/2019,250 €
Banes me qira ne Breg te Diellit_kati i pare,Prishtine,2,100m 2,22/01/2019,300 €
Banes me qira te Qafa_ mobiluar ne teresi,Prishtine,1,40m 2,22/01/2019,230 €
Banes me qira ne Breg te Diellit_kati i pare,Prishtine,2,75m 2,22/01/2019,250 €
Super Banese me Qera_ pabanuar me pare,Prishtine,2,80m 2,22/01/2019,330 €
"Banes me qera ne Lagjen Arberia ( Dragodan), prane Komunes se Re #1103",Prishtine,4,110m 2,22/01/2019,500 €
"Banes me qera ne Lagjen Arberia ( Dragodan), prane Komunes se Re #1102",Prishtine,2,70m 2,22/01/2019,300 €
"Banes me qera ne Lagjen Qafe, perball Shkolles Meto Bajraktari #1104",Prishtine,3,77m 2,22/01/2019,350 €
Banes me qira ne Mati 1_200,Prishtine,1,60m 2,22/01/2019,200 €
"Banes me qera ne Lagjen Mati 1, prapa Viva Fresh #1105",Prishtine,3,78m 2,22/01/2019,300 €
"Banes me qera ne Lagjen Tophane, prapa Qebaptores Gjakova #1106",Prishtine,4,105m 2,22/01/2019,400 €
Ofrohet banese 85m2 me qira ne Mati 1 !DELTA,Prishtine,2,85m 2,22/01/2019,300 €
Ofrohet banesa komode 60m2 me qira e cila ndodhet afer Domit te Pleqve,Prishtine,2,60m 2,22/01/2019,220 €
Kërkojmë dy bashkëbanuese,Prishtine,3,0m 2,21/01/2019,43 €
Banese me Qira ne Lakrishte - PA MOBILE - 4 dhomshe,Prishtine,4,120m 2,21/01/2019,300 €
Banese me Qira ne Kalabri - Emshir,Prishtine,2,60m 2,21/01/2019,200 €
Banese me Qira te Mati 1 - 250 Euro,Prishtine,3,65m 2,21/01/2019,250 €
Banese me Qira ne Qender - te 4 Llullat,Prishtine,3,67m 2,21/01/2019,350 €
Banese me qira te rruga B - mrapa Royal Mallit,Prishtine,2,60m 2,21/01/2019,200 €
Banese me qira ne Lakrishte - 4 dhomshe,Prishtine,4,90m 2,21/01/2019,450 €
Banese me Qira ne Qender te Sllovenia Sportit,Prishtine,2,65m 2,21/01/2019,250 €
Banese me qira ne Arberi - Dragodan - te Konsullata Ruse,Prishtine,3,90m 2,21/01/2019,300 €
Banese me Qira te Domi i Pleqve,Prishtine,2,60m 2,21/01/2019,210 €
Banese me Qira te Parku i Qytetit,Prishtine,2,50m 2,21/01/2019,200 €
Lëshohet Banesa me qira në lagjën Mati 1 - Rruga C,Prishtine,2,0m 2,21/01/2019,300 €
Lëshohet Banesa me qira për zyre në qendër të Prishtinës,Prishtine,3,70m 2,21/01/2019,550 €
Banes me qera ne Lagjen e Muhaxhereve #1100,Prishtine,1,30m 2,21/01/2019,200 €
"Banes me qera ne Lagjen Arberia ( Dragodan), prane Komunes se Re #1102",Prishtine,2,70m 2,21/01/2019,300 €
"Banes me qera ne Lagjen Arberia ( Dragodan), prane Komunes se Re #1103",Prishtine,3,110m 2,21/01/2019,500 €
"Banes me qera ne Lagjen Qafe, perball Shkolles Meto Bajraktari #1104",Prishtine,3,77m 2,21/01/2019,350 €
Ipet banesa me qira ne qender te qafa,Prishtine,2,60m 2,21/01/2019,250 €
Ipet banesa me qira extra e mobiluar,Prishtine,3,85m 2,21/01/2019,400 €
Ipet banesa me qira ne ulpian te simfonija,Prishtine,2,60m 2,21/01/2019,270 €
Ipet banesa me qira ne kalabri ish-emshir banesat e lesnes,Prishtine,2,60m 2,21/01/2019,200 €
Banesa me qera,Prishtine,3,105m 2,21/01/2019,400 €
Banesa me qera ne lagjen e spitalit,Prishtine,2,100m 2,19/01/2019,300 €
Banesa me qera ne lagjen e spitalit,Prishtine,2,90m 2,19/01/2019,300 €
Banese me qira te Mati 1 -,Prishtine,2,54m 2,19/01/2019,200 €
Lëshohet kat shtepie me qira,Prishtine,1,52m 2,19/01/2019,150 €
Ofrohet banese 100m2 me qira ne Dardani !DELTA,Prishtine,3,100m 2,19/01/2019,400 €
Ofrohet banese 90m2 me qira ne Lakrishte !DELTA,Prishtine,3,90m 2,19/01/2019,450 €
"Banesë me qira në Mati 1, Prishtinë | M1",Prishtine,3,75m 2,18/01/2019,195 €
Banes me qira te Sllovenia e Sportit | M1,Prishtine,-3,50m 2,18/01/2019,220 €
Banese me Qira ne Kalabri - Emshir te UBT - ja,Prishtine,3,85m 2,18/01/2019,300 €
Banese me Qira te Rruga B - PA MOBILE,Prishtine,3,87m 2,18/01/2019,350 €
Banese me Qira ne Lagjen e Muhaxherve - pa mobile,Prishtine,3,87m 2,18/01/2019,250 €
Banese me qira ne Top Hane,Prishtine,3,78m 2,18/01/2019,250 €
"Banesë 100m2 me qira te Qafa, te MINI MAX",Prishtine,3,100m 2,18/01/2019,800 €
Leshoj Banese me qera,Prishtine,1,40m 2,18/01/2019,200 €
"Banesë 100m2 me qira te Qafa, te MINI MAX",Prishtine,3,100m 2,18/01/2019,"1,200 €"
"Banes me qera ne Lagjen Arberia ( Dragodan ), mbi Viva Fresh #1099",Prishtine,3,80m 2,18/01/2019,350 €
"Banes me qera ne Lagjen Mati 1, prane Super Vives #1097",Prishtine,2,60m 2,18/01/2019,250 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Meridian Expresit #1039",Prishtine,3,75m 2,18/01/2019,300 €
"Emshir, perball Banesave te Arabeve #1063",Prishtine,3,70m 2,18/01/2019,250 €
Banes me qira Fushe Kosove 250 € 2+1 100m2,Prishtine,3,0m 2,18/01/2019,250 €
"Banese me qira te ""Sllovenia Sport""",Prishtine,2,65m 2,18/01/2019,250 €
"Leshohet banesa me qira ne qender mbrapa ""Dormeo""",Prishtine,3,80m 2,17/01/2019,450 €
"Leshohet banesa me qira ne sheshin ""NenaTereze""",Prishtine,3,75m 2,17/01/2019,450 €
Leshohet banesa me qera ne MATI 1,Prishtine,2,86m 2,17/01/2019,300 €
Banese me Qira te Rruga C,Prishtine,2,70m 2,17/01/2019,300 €
Banese me Qira ne Tokebashqe - 200 Euro,Prishtine,2,87m 2,17/01/2019,200 €
Ofrohet banesa 86m2 me qira nè Rrugen B (Ndertesat e AlkoGroup),Prishtine,2,86m 2,17/01/2019,350 €
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #106",Prishtine,2,45m 2,17/01/2019,250 €
"Kat shtepie me qera ne Lagjen Tophane, afer shkolles Meto Bajraktari #1094",Prishtine,3,100m 2,17/01/2019,200 €
Banes me qera ne Lagjen e Muhaxhereve #1100,Prishtine,1,30m 2,17/01/2019,200 €
Banes ne shitje ne Fushe Kosove 46.5 m2 24.000 € me flet poseduse,Prishtine,2,46m 2,17/01/2019,"240,000 €"
Banese me Qira ne Veterrnik te Spitalit Amerikan,Prishtine,3,85m 2,16/01/2019,220 €
Banese me Qira ne Bregun e diellit pa mobile - 4 dhomshe,Prishtine,4,110m 2,16/01/2019,480 €
Banese me Qira ne Kalabri - Emshir te Prishtina Stars,Prishtine,3,84m 2,16/01/2019,300 €
Banese me Qira te 4 Llullat - te kacallart,Prishtine,2,40m 2,16/01/2019,180 €
Banese me qira ne Qender - te 4 Llullat,Prishtine,3,76m 2,16/01/2019,275 €
Banese me Qira ne Qender - afer Sami Frasherit te Toni market,Prishtine,3,87m 2,16/01/2019,250 €
Ofrohet banese 70m2 me qira ne Aktash !DELTA,Prishtine,1,70m 2,16/01/2019,250 €
Ofrohet banese 86m2 me qira ne Bregun e Diellit !DELTA,Prishtine,2,86m 2,16/01/2019,320 €
"Leshohet banesa me qira mbrapa hotel ""Sirius""",Prishtine,2,50m 2,16/01/2019,250 €
Leshohet banesa me qira te 4 llullat,Prishtine,3,80m 2,16/01/2019,350 €
"Leshohet banesa me qira ne Mati 1 , ne rrugen B",Prishtine,2,60m 2,16/01/2019,250 €
"Banes me qera ne Lagjen Taukbahqe, afer shtepis se Pleqeve #1096",Prishtine,2,60m 2,16/01/2019,250 €
"Banes me qera ne Lagjen Mati 1, prane Super Vives #1097",Prishtine,2,60m 2,16/01/2019,250 €
"Banes me qera ne lagjen Dragodan, prane Komunes se Re #1079",Prishtine,2,55m 2,16/01/2019,260 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re#1088",Prishtine,4,126m 2,16/01/2019,600 €
Jap me qera banesen te Qafa 220 euro,Prishtine,2,60m 2,16/01/2019,220 Euro
Ofrohet banese 110m2 me qira ne Arberi !DELTA,Prishtine,3,110m 2,15/01/2019,600 €
Ipet banesa me qira ne fushe kosove,Fushe Kosove,2,65m 2,15/01/2019,250 €
Lokal me qira Ulpian kati perdhes e pershtatshme per Afarizem,Prishtine,2,80m 2,15/01/2019,400 €
Banes Gasoniere me qira Dardani 170 €,Prishtine,1,20m 2,15/01/2019,170 €
Banes me qira Mati 1 250 € 2+1 Pozhegu Brothers,Prishtine,3,100m 2,15/01/2019,250 €
Leshohet banesa me qera ne Ulpian,Prishtine,2,70m 2,15/01/2019,300 €
"Banes me qera ne Lagjen Tophane, te bahollt #1083",Prishtine,2,60m 2,15/01/2019,230 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re#1089",Prishtine,3,80m 2,15/01/2019,450 €
"Banes me qera ne Lagjen Aktash, afer OSCE #1087",Prishtine,2,67m 2,15/01/2019,250 €
"Banes me qera ne Lagjen Qender, prapa Hotel Sirius #1085",Prishtine,2,48m 2,15/01/2019,300 €
"Banes me qera ne Lagjen Mati 1, prane Super Vives #1097",Prishtine,2,60m 2,15/01/2019,250 €
Banes me qera ne Lagjen Tophane#1051,Prishtine,2,65m 2,15/01/2019,350 €
"Banes me qera ne Lagjen Arberia ( Dragodan), mbi Viva fresh #1092",Prishtine,2,60m 2,15/01/2019,350 €
Banese me Qira ne Dardani 4 dhomshe,Prishtine,4,100m 2,14/01/2019,350 €
Banese me Qira te Mati 1 pa mobile - 150 Euro,Prishtine,3,78m 2,14/01/2019,150 €
Banese me Qira ne Bregun e Diellit per Zyre,Prishtine,2,40m 2,14/01/2019,250 €
"Banes me qera ne Lagjen Arberia ( Dragodan), mbi Viva fresh #1092",Prishtine,2,60m 2,14/01/2019,350 €
"Banes me qera ne Lagjen Qender, prapa Picerise Aurora#1090",Prishtine,2,60m 2,14/01/2019,240 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re#1089",Prishtine,3,80m 2,14/01/2019,450 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re#1088",Prishtine,4,126m 2,14/01/2019,600 €
"Banes me qera ne Lagjen Aktash, afer OSCE #1087",Prishtine,2,67m 2,14/01/2019,250 €
Real Estate Consulting,Prishtine,2,60m 2,14/01/2019,240 €
"Banes me qera ne Lagjen Taukbahqe, afer shtepis se Pleqeve #1096",Prishtine,2,60m 2,14/01/2019,250 €
"Banes/Zyre me qera ne Lagjen Arberi ( Dragodan ), tek zyret e Gjirafes #1098",Prishtine,3,92m 2,14/01/2019,350 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), mbi Viva Fresh #1099",Prishtine,3,80m 2,14/01/2019,350 €
Lëshohet me qira banesa te rruga B,Prishtine,2,94m 2,14/01/2019,450 €
Banes me qira Aktash tek Hotel Afa 2+1 250,Prishtine,2,90m 2,13/01/2019,250 €
Kat shtepie me qira ne Arberi - Dragodan te Ministria e shendetesise,Prishtine,2,100m 2,12/01/2019,250 €
Banese me Qira te Rruga C - 300 euro,Prishtine,2,55m 2,12/01/2019,300 €
Banese me Qira te Mati 1- Rruga B - PA MOBILE,Prishtine,3,90m 2,12/01/2019,250 €
Banese me Qira te Rruga C,Prishtine,3,80m 2,12/01/2019,300 €
Banese me Qira te Rruga B - 230 Euro,Prishtine,2,62m 2,12/01/2019,230 €
Banese me qira ne Ulpiane - 200 Euro,Prishtine,2,40m 2,12/01/2019,200 €
Banese me qira te Qafa,Prishtine,2,60m 2,12/01/2019,300 €
Banesë me qira ne Emshir,Prishtine,1,45m 2,12/01/2019,200 €
Banes me qira Ulpian 2+1 250 €,Prishtine,3,90m 2,11/01/2019,250 €
Lëshohet me qira banes ne lagjen Emshir afer UBT-s,Prishtine,2,80m 2,11/01/2019,250 €
Banese me Qira ne Arberi - Dragodan te Amadeusi,Prishtine,3,90m 2,11/01/2019,270 €
Lëshohet Banesa me qira në lagjën Tophane,Prishtine,3,77m 2,10/01/2019,400 €
Banesë me qira në Aktash te Extreme Pizza 350euro,Prishtine,4,100m 2,10/01/2019,350 €
"Banes me qera ne lagjen Dragodan, prane Komunes se Re #1079",Prishtine,2,55m 2,10/01/2019,260 €
"Banes me qera ne Lagjen Qender, prapa Hotel Sirius #1085",Prishtine,2,48m 2,10/01/2019,300 €
"Banes me qera ne Lagjen Ulpana, prapa AAK-se #1084",Prishtine,1,35m 2,10/01/2019,170 €
Banesë me qira afer tregut te gjelber,Prishtine,1,59m 2,10/01/2019,200 €
"Mati 1, prane Super Vives #1059",Prishtine,3,94m 2,10/01/2019,600 €
"Banes me qera ne Lagjen Arberia ( Dragodan), prane Ambasades se Re te Amerikes#1091",Prishtine,2,60m 2,10/01/2019,330 €
"Banes me qera ne Lagjen Arberia ( Dragodan), mbi Viva fresh #1092",Prishtine,2,60m 2,10/01/2019,350 €
"Banes me qera ne Lagjen Bregu i Diellit, prapa Furres Qerimi 2 #1095 Banesa ndodhet ne katin IV",Prishtine,2,64m 2,10/01/2019,250 €
Banes Duplex me qira Emshir 150 m2 500 € 3+1,Prishtine,3,150m 2,10/01/2019,500 €
Banes me qira Mati 1 Pozhegu Brothers 2+1 300,Prishtine,3,90m 2,10/01/2019,250 €
Banese me Qira ne shesh me termokos,Prishtine,3,75m 2,09/01/2019,400 €
Banese me Qira ne Qender - te Sllovenia e Sportit,Prishtine,2,50m 2,09/01/2019,220 €
Banese me Qira ne Lakrishte,Prishtine,2,60m 2,09/01/2019,280 €
Banese me qira ne Aktash - 4 dhomshe - me termokos,Prishtine,4,100m 2,09/01/2019,350 €
Banese me Qira ne Lakrishte - 200 euro per qift,Prishtine,2,45m 2,09/01/2019,200 €
"Banes me qera ne lagjen Dardania, prane Nenkalimit #1077",Prishtine,2,70m 2,09/01/2019,320 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), mbi Cactus #108",Prishtine,2,60m 2,09/01/2019,250 €
Banese me qira te Mati 1 - 220 Euro,Prishtine,2,60m 2,09/01/2019,220 €
Banese me qira te Domi i Pleqve,Prishtine,2,60m 2,09/01/2019,250 €
"Banesë me qira te Parku i Qytetit, Prishtinë | M1",Prishtine,3,76m 2,09/01/2019,250 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re #1081",Prishtine,2,60m 2,09/01/2019,280 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), mbi Cactus #1082",Prishtine,2,60m 2,09/01/2019,250 €
"Banes me qera ne Lagjen Tophane, te bahollt #1083",Prishtine,2,60m 2,09/01/2019,230 €
Jap me qera banesen ne lagjen Tophane 230 euro,Prishtine,3,75m 2,09/01/2019,230 Euro
"Banes me qera ne Lagjen Arberia ( Dragodan), tek Meridian Express #1093",Prishtine,2,70m 2,09/01/2019,300 €
"Banes me qera ne Lagjen Bregu i Diellit, prapa Furres Qerimi 2 #1095",Prishtine,2,64m 2,09/01/2019,250 €
Banesë 66m2 me qira në lagjen Dodona,Prishtine,3,66m 2,09/01/2019,350 €
"Banes me qera ne Lagjen Arberia ( Dragodan), tek Meridian Express #1093",Prishtine,2,70m 2,08/01/2019,300 €
"Banes me qera ne Lagjen Ulpana, prapa AAK-se #1084",Prishtine,1,35m 2,08/01/2019,170 €
Banesa per qira lagjen Lakrishte,Prishtine,2,45m 2,08/01/2019,200 €
Banese me qira ne Aktash per Zyre,Prishtine,2,65m 2,07/01/2019,500 €
Banese me Qira te 4 Llullat,Prishtine,3,78m 2,07/01/2019,300 €
Banese me Qira ne Ulpiane per Studenta,Prishtine,3,75m 2,07/01/2019,300 €
Banese me Qira ne Qender - te Hotel Siriusi,Prishtine,2,56m 2,07/01/2019,250 €
Banese me Qira te ne Qender te Hotel Siriusi,Prishtine,2,60m 2,07/01/2019,250 €
Banese me Qira te Rruga C - te KAWA,Prishtine,3,85m 2,07/01/2019,300 €
Banese me qira te Rruga B - mbi Del Posto,Prishtine,2,60m 2,07/01/2019,230 €
Garsonjere me Qira ne Lagjen e Muhaxherve,Prishtine,1,40m 2,07/01/2019,220 €
Banese me Qira ne Dardani te bashkesia e 3-te lokale,Prishtine,3,80m 2,07/01/2019,280 €
Banese me qira ne Shesh - te Grandi,Prishtine,2,58m 2,07/01/2019,230 €
"Banes me qera te Parku i Qytetit, mbi Albi Market #1080",Prishtine,3,75m 2,07/01/2019,300 €
"Banes me qera te Parku i Qytetit, prane Permendores Isa Kastrati #1073",Prishtine,3,72m 2,07/01/2019,3 €
Ofrohet banese 55m2 me qira ne Mati 1 !DELTA,Prishtine,1,55m 2,07/01/2019,300 €
Ofrohet banese 87m2 me qira te Qafa !DELTA,Prishtine,2,87m 2,07/01/2019,350 €
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re #1081",Prishtine,2,60m 2,06/01/2019,280 €
Lëshohet Banesa me qira tek Sllovenia Sporti,Prishtine,3,80m 2,06/01/2019,350 €
Banese me qira te Qafa - te Sofrabezi,Prishtine,3,0m 2,05/01/2019,400 €
Banese me Qira ne TokeBashqe,Prishtine,2,60m 2,05/01/2019,220 €
Ofrohet banese 77m2 me qira te Qafa !DELTA,Prishtine,2,77m 2,05/01/2019,450 €
Ipet banesa me qira ne qender te qafa,Prishtine,2,65m 2,05/01/2019,250 €
Ofrohet banesa 95m2 me qira ne Dragodan !DELTA,Prishtine,3,95m 2,05/01/2019,450 €
"Leshohet banesa me qira ne lagjen ""Kalabria""",Prishtine,4,118m 2,05/01/2019,400 €
"🔸Leshohet banesa me qira ne Kalabri ndertim i ""Lesna""",Prishtine,3,95m 2,05/01/2019,350 €
Leshohet Penthouse me qira ne Mati 1 ndertim i Royall,Prishtine,3,110m 2,05/01/2019,400 €
"Banes me qera ne lagjen Dragodan, prane Komunes se Re #1079",Prishtine,2,55m 2,04/01/2019,260 €
"Lokal me qera ne Lagjen Aktash, prane OSCE #1078",Prishtine,1,430m 2,03/01/2019,"2,000 €"
BANES ME QIRA NE RRUGEN B,Prishtine,2,75m 2,03/01/2019,260 €
Ofrohet banesa 60m2 me qira te 4 llullat !DELTA,Prishtine,2,60m 2,03/01/2019,270 €
"Banes me qera ne Lagjen Qender, prapa Hotel Sirius #1085",Prishtine,2,48m 2,03/01/2019,300 €
Banes leshin me qira në Prizren,Prizren,3,86m 2,02/01/2019,280 €
Banese me qira te Mati 1 - te shkolla Pavaresia,Prishtine,2,65m 2,02/01/2019,250 €
Banese me Qira ne Kalabri - Emshir,Prishtine,2,65m 2,02/01/2019,300 €
Banese me Qira ne Qender afer Rtk-se,Prishtine,2,60m 2,02/01/2019,200 €
Banese me Qira ne tokebashqe,Prishtine,3,78m 2,02/01/2019,300 €
Banese me Qira te Rruga C,Prishtine,2,53m 2,02/01/2019,250 €
Banese me Qira te Rruga C,Prishtine,2,53m 2,02/01/2019,250 €
Banese me Qira te Qafa,Prishtine,2,60m 2,02/01/2019,250 €
Banese me Qira ne Kalabri - Emshir te KONAKU,Prishtine,2,45m 2,02/01/2019,250 €
Banese me Qira ne Lagjen e Muhaxherve,Prishtine,2,60m 2,02/01/2019,230 €
Banes me qira ne Lakrishte dy dhoma gjumi,Prishtine,2,75m 2,02/01/2019,250 €
Banes me qera ne Breg te Diellit,Prishtine,2,70m 2,02/01/2019,240 €
Banese komode me qira te Parku i Qytetit,Prishtine,1,65m 2,02/01/2019,210 €
Banes me qira te Llullat kati i dyte,Prishtine,2,300m 2,02/01/2019,300 €
Banese me qira ne Dragodan/Arberi,Prishtine,1,50m 2,02/01/2019,200 €
Ekstra banes me qira ne Arberi,Prishtine,3,95m 2,02/01/2019,700 €
Banes me qira ne breg te Diellit mobiluar,Prishtine,1,65m 2,02/01/2019,180 €
Banese me qira ne Lagjen e Spitalit kati i II,Prishtine,1,65m 2,02/01/2019,280 €
Banese me qira ne Arberi,Prishtine,2,87m 2,02/01/2019,400 €
"Banes me qera ne lagjen Aktash, prane OSCE #1076",Prishtine,3,82m 2,02/01/2019,380 €
"Banes me qera te Parku i Qytetit, prane Permendores Isa Kastrati #1073",Prishtine,3,72m 2,02/01/2019,250 €
"Banes me qera ne lagjen Dardania, prane Nenkalimit #1077",Prishtine,2,70m 2,02/01/2019,320 €
"Banes me qera ne lagjen Aktash, prane OSCE #1076",Prishtine,3,82m 2,02/01/2019,380 €
"Banes me qera ne lagjen Qender, perball Grand Hotel #1074",Prishtine,2,85m 2,02/01/2019,650 €
"Banes me qera ne lagjen Qender, perball Grand Hotel #1075",Prishtine,4,100m 2,02/01/2019,"1,300 €"
Banes me qira Mati 1 mbrapa Vllezerit Asllani 250€ 2+1,Prishtine,3,0m 2,01/01/2019,250 €
Banes me qira Mati 1 afer Chelsi Point 250€ 2+1,Prishtine,3,0m 2,01/01/2019,250 €
Banese me Qira ne Arberi - Dragodan,Prishtine,3,90m 2,01/01/2019,500 €
Banese me Qira ne Kalabri - Emshir,Prishtine,2,70m 2,01/01/2019,250 €
Banese me Qira ne Qender - te Sllovenia e Sportit,Prishtine,2,72m 2,01/01/2019,250 €
Banese me Qira te Mati 1,Prishtine,2,50m 2,01/01/2019,200 €
Ofrohet garsoniera 41m2 me qira ne Dragodan !DELTA,Prishtine,0,41m 2,01/01/2019,150 €
Ofrohet banesa 70m2 me qira ne lagjjen Kalabria !DELTA,Prishtine,2,70m 2,31/12/2018,250 €
Banesa me qera ne Ulpiane tek Eurosig,Prishtine,2,65m 2,30/12/2018,300 €
Banese me qira rruges per Matiqan,Prishtine,3,87m 2,29/12/2018,220 €
Banese me Qira ne Ulpiane - 4 dhomshe,Prishtine,4,100m 2,29/12/2018,400 €
Banese me Qira ne Arberi - Dragodan,Prishtine,3,90m 2,29/12/2018,450 €
banese per qift te Royali,Prishtine,1,65m 2,29/12/2018,250 €
(QIRA) leshoj Banesen me Qira ne Lagjen Mati1,Prishtine,2,80m 2,29/12/2018,250 €
Banese me qira ne Lagjen e Spitalit_kati i 2,Prishtine,1,65m 2,29/12/2018,350 €
Banes me qira ne DARDANI_2+1,Prishtine,2,75m 2,29/12/2018,300 €
Banes me qira ne TOPHANE_ mobile te reja,Prishtine,1,70m 2,29/12/2018,250 €
Ofrohet banesa 76 m2 me qira ne Toukbashqe !DELTA,Prishtine,3,76m 2,29/12/2018,230 €
Banes me qira,Prishtine,4,120m 2,29/12/2018,450 €
Me qira,Prishtine,4,120m 2,29/12/2018,400 €
Banes me qira,Prishtine,4,120m 2,29/12/2018,400 €
Ofrohet banese 92m2 me qira ne Aktash !DELTA,Prishtine,2,92m 2,28/12/2018,800 €
Leshohet banesa me qira,Prishtine,2,0m 2,28/12/2018,250 €
Leshohet banesa me qira,Prishtine,2,53m 2,28/12/2018,250 €
Leshohet Super banesa me qira,Prishtine,2,0m 2,28/12/2018,280 €
Leshohet banesa me qira,Prishtine,2,0m 2,28/12/2018,300 €
Leshohet banesa me qira ne Dardani,Prishtine,3,70m 2,28/12/2018,300 €
Leshohet banesa me qira ne Emshir,Prishtine,3,0m 2,28/12/2018,300 €
Banes me qira Ulpiane (te Maxi) 250€,Prishtine,3,65m 2,28/12/2018,250 €
"Dragodan, prapa Zyreve te Gjirafes #1063",Prishtine,3,103m 2,28/12/2018,250 €
"Banes Duplex me qera ne lagjen Bregu i Diellit, prapa Furres Qerimi 2 #964",Prishtine,2,57m 2,28/12/2018,240 €
Banes me qira te Sllovenia Sporti_mobiluar,Prishtine,1,60m 2,28/12/2018,250 €
Ofrohet banesa 84 m2 me qira ne Bregun e Diellit !DELTA,Prishtine,3,84m 2,27/12/2018,450 €
LESHOHET ME QIRA Banesa ne Qender te Prishtines,Prishtine,2,60m 2,27/12/2018,250 €
Ipet banesa me qira ne matin 1 banesat e alko grupit,Prishtine,2,68m 2,27/12/2018,300 €
"Banes me qera ne Lagjen Bregu i Diellit, prane Shkolles Ismail Qemali #106",Prishtine,1,40m 2,27/12/2018,180 €
"Banes me qera te Parku i Qytetit, mbi Albi Market #1080",Prishtine,3,75m 2,27/12/2018,300 €
"Banes me qera ne Lagjen Ulpiana, prapa AAK-se #1071",Prishtine,2,65m 2,27/12/2018,260 €
"Kate shtepie me qera ne Lagjen Qender, prane Ambasades se Zvicrres #1072",Prishtine,2,70m 2,27/12/2018,400 €
"Banesë me qira në Prishtinë, Aktash | M1",Prishtine,3,86m 2,26/12/2018,350 €
Banesë me qira në Prishtinë Qender-Pejton | M1,Prishtine,3,80m 2,26/12/2018,500 €
"Banes me qera ne Lagjen Qender, te 4 Llullat #1066",Prishtine,3,80m 2,26/12/2018,350 €
"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #1067",Prishtine,2,45m 2,26/12/2018,250 €
URGJENTISHT KERKOJ BANES ME QERA ME DY DHOMA GJUMI,Prishtine,2,80m 2,26/12/2018,300 €
"Banes me qera ne lagjen Qender, perball Grand Hotel #1075",Prishtine,4,100m 2,26/12/2018,"1,300 €"
"Banes me qera ne Lagjen Qender, te 4 Llullat #1066",Prishtine,3,80m 2,26/12/2018,350 €
"Lokal me qera ne Lagjen Aktash, prane OSCE #1078",Prishtine,1,430m 2,26/12/2018,"2,000 €"
"Lokal me qera ne Lagjen Aktash, prane OSCE #1078",Prishtine,1,430m 2,26/12/2018,"2,000 €"
Ofrohet banese 120m2 me qira ne Ulpiane !DELTA,Prishtine,4,120m 2,25/12/2018,450 €
Garsonjere me qira ne Ulpiane,Prishtine,1,25m 2,25/12/2018,200 €
Banese me qira ne Tokebashqe - 220 Euro,Prishtine,2,57m 2,25/12/2018,220 €
Banese me Qira ne Bregun e Diellit,Prishtine,3,90m 2,25/12/2018,300 €
Banese me Qira te Mati 1 - te BTP Holding,Prishtine,3,78m 2,25/12/2018,350 €
Banese me Qira ne Ulpiane te Hotel Baci,Prishtine,2,55m 2,25/12/2018,200 €
"Banes me qera ne lagjen Tophane, afer Shkolles Metor Bajraktari #1022",Prishtine,3,100m 2,25/12/2018,400 €
Banes me qera ne Lagjen Arberia ( Dragodan ) afer Komunes se Re #1033,Prishtine,2,65m 2,25/12/2018,450 €
"Ulpiana, prane AAK-se #1062",Prishtine,3,60m 2,25/12/2018,220 €
Lokal me qera ne Lagjen Ulpian#1067,Prishtine,1,65m 2,25/12/2018,650 €
