title,region,number_of_rooms,quadrat,price,date
Leshohet banese me qira ne lagjen Arberia,Prishtine,1,60m 2,250 €,10/07/2023
Leshohet banese me qira ne Tophane,Prishtine,1,58m 2,250 €,10/07/2023
Banese me qira ne Veternik,Prishtine,3,106m 2,260 €,10/07/2023
Banese me qira ne lagjen Dardania,Prishtine,2,100m 2,250 €,10/07/2023
Banese me qira ne Emshir 1+1,Prishtine,1,65m 2,200 €,10/07/2023
Banese me qira ne Emshir,Prishtine,2,85m 2,280 €,10/07/2023
Leshohet banese me qira ne Fushe Kosove 1+1,Fushe Kosove,1,55m 2,220 €,10/07/2023
Banese e re me qira ne Arberi,Prishtine,1,65m 2,300 €,10/07/2023
Leshohet super banese me qira ne Arberi 2+1,Prishtine,2,85m 2,400 €,10/07/2023
Banese me qira ne Emshir 2+1,Prishtine,2,72m 2,300 €,10/07/2023
Leshohet banese me qira ne Tophane,Prishtine,2,70m 2,300 €,10/07/2023
Banese me Qira ne Lagje te Spitalit,Prishtine,2,84m 2,250 €,10/07/2023
Banese me qira ne Arberi te Komuna e Re,Prishtine,1,70m 2,300 €,10/07/2023
Leshohet banese me qira te Parku i Qytetit,Prishtine,2,65m 2,200 €,10/07/2023
Leshohet banese me qira ne lagjen Arberia,Prishtine,2,90m 2,300 €,10/07/2023
Banese me qira me Termokos,Prishtine,1,63m 2,63 €,10/07/2023
Banes me qira te Qafa moderne,Prishtine,1,65m 2,300 €,10/07/2023
Banes me qira te 4 Llullat 2+1,Prishtine,2,78m 2,300 €,10/07/2023
Banese me qira ne lagjen Sllovenia Sporti,Prishtine,1,65m 2,250 €,10/07/2023
Banese ekskluzive me qira ne Arberi,Prishtine,2,80m 2,500 €,10/07/2023
Banese komode me qira ne Lagje te Muhaxhereve,Prishtine,1,65m 2,250 €,10/07/2023
Banese me qira te Qafa,Prishtine,1,70m 2,300 €,10/07/2023
Banese me qira te Sllovenia Sporti,Prishtine,1,60m 2,200 €,10/07/2023
Banes me qira ne Aktash 2+1,Prishtine,2,75m 2,250 €,10/07/2023
Banes me qira pre zyre,Prishtine,3,88m 2,600 €,10/07/2023
Banes me qira ne Tophane komode,Prishtine,1,60m 2,250 €,10/07/2023
Banese me qira ne Lagje te Spitalit 2+1,Prishtine,2,84m 2,260 €,10/07/2023
Banese komode me qira ne Breg te Diellit,Prishtine,1,65m 2,200 €,10/07/2023
Banese komode me qira ne Breg te Diellit,Prishtine,1,50m 2,220 €,10/07/2023
Banes moderne me qira ne ULPIANE,Prishtine,2,80m 2,400 €,10/07/2023
Banese luksoze me qira ne Lagje te Spitalit,Prishtine,2,310m 2,"2,000 €",10/07/2023
Banese me qira ne Breg te Diellit 2+1,Prishtine,2,105m 2,300 €,10/07/2023
Banes me qira ne lagjen Arberia 2+1,Prishtine,2,86m 2,320 €,10/07/2023
Banes me qira komode ne Emshir,Prishtine,2,75m 2,230 €,10/07/2023
Banese moderne me qira ne Emshir,Prishtine,1,55m 2,230 €,10/07/2023
Banesa me qira ne lagjen Arberia,Prishtine,1,58m 2,250 €,10/07/2023
Banes me qira te Sllovenia Sport,Prishtine,1,68m 2,300 €,10/07/2023
Banes me qira ne Tophane ndertim i ri,Prishtine,3,120m 2,400 €,10/07/2023
Banese me qira te Sllovnia Sporti me mobile te reja,Prishtine,2,115m 2,400 €,10/07/2023
Banese komode me qira ne Breg te Diellit,Prishtine,1,65m 2,250 €,10/07/2023
Banes me qira ne Rrugen B,Prishtine,2,96m 2,300 €,10/07/2023
Banes me qira ne Mati 1 kati i 1-re,Prishtine,2,75m 2,250 €,10/07/2023
Banes me qira te 4 Llullat,Prishtine,2,75m 2,300 €,10/07/2023
Banese me qira ne Breg te Diellit 2+1,Prishtine,2,75m 2,260 €,10/07/2023
Banes me qira ne Velani komode,Prishtine,1,55m 2,200 €,10/07/2023
Banes me qira ne Dardani te Santea,Prishtine,2,75m 2,250 €,10/07/2023
Banes me qira te Sllovenia Sporti 2+1,Prishtine,2,85m 2,300 €,10/07/2023
Banes me qira ne Lagje te Spitalit 2+1,Prishtine,2,75m 2,250 €,10/07/2023
Banes komode me qira ne Dragodan,Prishtine,1,65m 2,300 €,10/07/2023
Banes moderne me qira ne Arberi- komuna e re,Prishtine,1,67m 2,350 €,10/07/2023
Super ofert Banes komode me qira ne Arberi,Prishtine,1,55m 2,230 €,10/07/2023
Banes me qira ne Aktash 2+1,Prishtine,2,75m 2,250 €,10/07/2023
Banes me qira ne Tophane 2+1,Prishtine,2,90m 2,310 €,10/07/2023
Banese moderne e qira ne Lagje te Muhaxhereve,Prishtine,1,50m 2,250 €,10/07/2023
Banes komode me qira ne Mati 1,Prishtine,1,65m 2,180 €,10/07/2023
Banese me qira ne Lagje te Spitalit banesat e Royalit,Prishtine,2,75m 2,350 €,10/07/2023
Banes me qira te Sllovenia Sport,Prishtine,1,65m 2,270 €,10/07/2023
Banes komode me qira te Parku i Qytetit,Prishtine,1,65m 2,250 €,10/07/2023
Banes me qira ne Tophane,Prishtine,1,66m 2,300 €,10/07/2023
Banes me qira ne Lakrishte,Prishtine,1,65m 2,350 €,10/07/2023
Banese komode me qira ne Lakrishte,Prishtine,1,63m 2,320 €,10/07/2023
Banes me qira ne Lagje te Spitalit 3+1,Prishtine,3,100m 2,330 €,10/07/2023
SUPER Banese me qera Royal_Termokos,Prishtine,1,62m 2,280 €,10/07/2023
Leshoj Banese moderne _Super Oferte,Prishtine,2,75m 2,250 €,10/07/2023
Banes moderne me qira te Qafa,Prishtine,1,65m 2,260 €,10/07/2023
Banes moderne me qira Tophane 2+1,Prishtine,2,90m 2,370 €,10/07/2023
Banes me qira ne Qender te Sheshi ZAHIR PAJAZITI,Prishtine,1,65m 2,300 €,10/07/2023
Banes me qira ne Lakrishte,Prishtine,1,45m 2,280 €,10/07/2023
Banes me qira ne Emshir 2+1,Prishtine,2,80m 2,250 €,10/07/2023
Banes me qira ne Mati 1,Prishtine,2,75m 2,250 €,10/07/2023
Banese moderne me qira ne PEJTON,Prishtine,2,75m 2,350 €,10/07/2023
Banes me qira ne Arberi qmim te volitshem,Prishtine,2,80m 2,320 €,10/07/2023
Banes me qira te Hotel Siriusi 250,Prishtine,1,60m 2,250 €,10/07/2023
Leshohet banese me qira ne lagjen Tophane,Prishtine,1,55m 2,250 €,10/07/2023
Leshohet banese me qira te 4 Llullat,Prishtine,1,55m 2,250 €,10/07/2023
Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,1,65m 2,300 €,10/07/2023
Banese me qira ne Lagjen e Spitalit,Prishtine,1,60m 2,180 €,10/07/2023
Ipet banese me qira ne Lagjen e Spitalit,Prishtine,2,90m 2,300 €,10/07/2023
Ipet banese me qira ne lagjen Dardania,Prishtine,1,65m 2,350 €,10/07/2023
Leshohet banese me qira ne lagjen Arberia,Prishtine,1,50m 2,200 €,10/07/2023
Banesa 64m2 me qira te Muharrem Fejza ROZI,Prishtine,2,64m 2,350 €,10/07/2023
Banesa 64m2 me qira te Muharrem Fejza ROZI,Prishtine,1,64m 2,400 €,10/07/2023
Banesa 70m2 me qira ne Lakrishte ROZI,Prishtine,2,70m 2,350 €,10/07/2023
Leshohet banese me qira ne lagjen Emshir,Prishtine,2,85m 2,300 €,10/07/2023
Ofrohet banese ( Garsoniere ) me qira ne Qender,Prishtine,1,35m 2,160 €,10/07/2023
Ipet banese me qira ne lagjen Mati 1,Prishtine,2,76m 2,350 €,10/07/2023
Leshohet banese me qira ne Qender,Prishtine,1,56m 2,260 €,10/07/2023
Leshohet banese me qira ne Qender,Prishtine,2,65m 2,350 €,10/07/2023
Leshohet banese me qira ne Emshir,Prishtine,1,65m 2,250 €,10/07/2023
Ofrohet banese me qira ne lagjen Arberia,Prishtine,1,55m 2,250 €,10/07/2023
Leshohet banese me qira ne lagjen Pejton,Prishtine,1,60m 2,300 €,10/07/2023
Ofrohet banese me qira ne lagjen Dardania,Prishtine,2,70m 2,300 €,10/07/2023
Leshohet banese me qira ne lagjen Bregu i diellit,Prishtine,2,75m 2,250 €,10/07/2023
Ekstra banese me qira ne lagjen Arberia,Prishtine,3,97m 2,400 €,10/07/2023
Ofrohet banese me qira ne lagjen Arberia,Prishtine,1,65m 2,240 €,10/07/2023
Leshohet banese me qira ne lagjen Ulpiana,Prishtine,1,40m 2,250 €,10/07/2023
Leshohet banese ( garsoniere ) me qira te Qafa,Prishtine,1,30m 2,200 €,10/07/2023
Leshohet banese me qira te Qafa,Prishtine,2,90m 2,300 €,10/07/2023
Banese luksoze me qira ne lagjen Arberia,Prishtine,2,90m 2,500 €,10/07/2023
Banese me qira ne Bregun e diellit,Prishtine,1,55m 2,200 €,10/07/2023
Leshohet banese me qira ne lagjen Arberia,Prishtine,2,75m 2,280 €,10/07/2023
Banese luksoze me qira ne lagjen Arberia,Prishtine,2,90m 2,500 €,10/07/2023
Ipet banese me qira ne Rrugen B,Prishtine,1,75m 2,270 €,10/07/2023
Leshohet super banese me qira ne Arberi 2+1,Prishtine,2,75m 2,350 €,10/07/2023
Leshohet banese ( Garsoniere ) me qira ne Qender,Prishtine,1,30m 2,220 €,10/07/2023
Banese me qira ne Arberi 2+1,Prishtine,2,100m 2,350 €,10/07/2023
Leshohet banese me qira ne Qender 1+1,Prishtine,1,50m 2,200 €,10/07/2023
Banese ( garsoniere) me qira ne Lagje te Spitalit,Prishtine,1,30m 2,200 €,10/07/2023
Leshohet banese me qira te Mati 1 2+1,Prishtine,2,86m 2,300 €,10/07/2023
Leshohet Ekstra banese me qira ne Arberi,Prishtine,5,225m 2,"2,200 €",10/07/2023
Banese me qira ne Qender,Prishtine,1,65m 2,300 €,10/07/2023
Leshohet banese me Qira te Qafa 1+1,Prishtine,1,55m 2,280 €,10/07/2023
Leshohet banese me qira ne Velani 2+1,Prishtine,2,80m 2,200 €,10/07/2023
Leshohet banese me qira ne Ulpiane 2+1,Prishtine,2,75m 2,270 €,10/07/2023
Leshohet banese me qira ne Lagjen e Muhagjerve 1+1,Prishtine,1,60m 2,250 €,10/07/2023
Banese me qira per zyre ( Prime Group ),Prishtine,2,80m 2,350 €,10/07/2023
Leshohet banese me qira te Rruga C 3+1,Prishtine,3,120m 2,400 €,10/07/2023
Leshohet banese me qira ne Dardani ( Santea ),Prishtine,1,65m 2,350 €,10/07/2023
Leshohet banese me qira ne Rrugen B 1+1,Prishtine,1,65m 2,300 €,10/07/2023
Garsoniere me qera ne lagjen Ulpiana,Prishtine,1,42m 2,200 €,10/07/2023
Super Banese me qera ne Arberi,Prishtine,1,60m 2,280 €,10/07/2023
Banes komode me qira ne Tophane,Prishtine,1,65m 2,200 €,10/07/2023
Banes me qira te Parku i Qytetit,Prishtine,2,75m 2,300 €,10/07/2023
Banese komode me qira te Sllovenia Sporti,Prishtine,1,55m 2,250 €,10/07/2023
Banes me qira ne Arberi,Prishtine,2,80m 2,220 €,10/07/2023
Banes me qira ne Qender komode,Prishtine,1,65m 2,350 €,10/07/2023
Banese me qira ne Aktash mobiluar,Prishtine,1,65m 2,350 €,10/07/2023
Banesa 50m2 me qira ne Ulpiane ROZI,Prishtine,1,50m 2,350 €,10/07/2023
Banesa 55m2 me qira ne Qender ROZI,Prishtine,1,55m 2,250 €,10/07/2023
Banesa 100m2 me qira te Mati 1 ROZI,Prishtine,3,100m 2,520 €,10/07/2023
BANESE ME QIRA AFER SHKOLLES SE RE “MIHAL GRAMENO”,Fushe Kosove,3,85m 2,250 €,10/07/2023
BANESE ME QIRA TE RRUGA “NENA TEREZE”,Fushe Kosove,3,86m 2,220 €,10/07/2023
BANESE ME QIRA MBI ELI ABI RR- DARDANIA-M.GRAMENO,Fushe Kosove,2,65m 2,230 €,10/07/2023
BANESË ME QIRA NË FUSHË KOSOVEË AFER “PLUS MINUS “,Fushe Kosove,2,60m 2,180 €,10/07/2023
BANESE ME QIRA NË FUSHË KOSOVË rr”Hajrullah Zymi “,Fushe Kosove,3,75m 2,200 €,10/07/2023
BANESE ME QIRA AFER SHKOLLES “MIHAL GRAMENO”,Fushe Kosove,2,67m 2,250 €,10/07/2023
"LOKAL ME QIRA NE FUSHE KOSOVE, TE XHAMIA E RE",Fushe Kosove,1,100m 2,"1,000 €",10/07/2023
JAP ME QIRA BANESEN NE RRUGËN “DARDANIA”,Fushe Kosove,2,65m 2,220 €,10/07/2023
Leshohet banesa me qira ne fushkosov tek eli ab,Fushe Kosove,1,65m 2,230 €,09/07/2023
jep banesen me qira ne fushkosov,Fushe Kosove,2,80m 2,230 €,09/07/2023
jep banesen me qira ne fushkosov,Fushe Kosove,1,65m 2,180 €,09/07/2023
leshohet banesa me qira ne fushkosov,Fushe Kosove,1,60m 2,250 €,09/07/2023
jep banesen me qira,Prishtine,1,45m 2,180 €,09/07/2023
jep banesen me qira,Fushe Kosove,1,67m 2,200 €,09/07/2023
leshohet banesa me qira ne fushkosov,Fushe Kosove,1,65m 2,200 €,09/07/2023
leshohet banesa me qira ne fushkosov,Fushe Kosove,1,60m 2,250 €,09/07/2023
jep banesen me qira ne fushkosov,Fushe Kosove,1,60m 2,220 €,09/07/2023
Banese me qira ne Lagje te Spitalit,Prishtine,1,53m 2,250 €,09/07/2023
Banese me qira ne lagjen Dardania,Prishtine,1,60m 2,300 €,09/07/2023
Banese me qira ne lagjen Mati 1,Prishtine,2,90m 2,400 €,09/07/2023
Banese me qira ne lagen Tophane,Prishtine,1,60m 2,300 €,09/07/2023
Banese me qira ne lagjen Bregu i Diellit,Prishtine,3,125m 2,500 €,09/07/2023
Banese me qira ne lagjen Arberia_1+1,Prishtine,1,65m 2,320 €,09/07/2023
Banese me qira ne lagjen Lakrishte_2+1,Prishtine,2,85m 2,350 €,09/07/2023
Banese me qira ne lagjen Arberia,Prishtine,1,65m 2,350 €,09/07/2023
Banese (penthouse) me qira ne lagjen Arberia,Prishtine,2,116m 2,850 €,09/07/2023
Banese me qira ne lagjen Rruga B_2+1,Prishtine,2,91m 2,400 €,09/07/2023
Banese me qira ne Lagje te Spitalit_2+1,Prishtine,2,90m 2,400 €,09/07/2023
Super banese me qira ne lagjen Pejton,Prishtine,3,120m 2,"1,000 €",09/07/2023
Banese me qira ne lagjen Bregu i Diellit_2+1,Prishtine,2,90m 2,250 €,09/07/2023
Banese me qira ne lagjen Rruga B,Prishtine,2,90m 2,500 €,09/07/2023
Banese me qira ne lagjen Arberi,Prishtine,3,105m 2,420 €,09/07/2023
Banese me qira ne lagjen Arberia,Prishtine,1,64m 2,300 €,09/07/2023
Banese me qira ne lagje te Spitalit_2+1,Prishtine,2,86m 2,400 €,09/07/2023
Banese me qira ne lagjen Rruga C,Prishtine,2,80m 2,500 €,09/07/2023
Banese me qira ne lagjen Dardania_2+1,Prishtine,2,80m 2,400 €,09/07/2023
Banese me qira ne lagjen Arberia_2+1,Prishtine,2,84m 2,500 €,09/07/2023
Banese (penthouse) me qira ne lagjen Arberi_3+1,Prishtine,3,135m 2,"1,300 €",09/07/2023
Banese (zyre) me qira ne lagjen Rruga B,Prishtine,3,176m 2,800 €,09/07/2023
Banese me qira ne Aktash_2+1,Prishtine,2,75m 2,550 €,09/07/2023
Banese me qira ne lagjen ne Dardani,Prishtine,1,50m 2,300 €,09/07/2023
Banese me qira ne Rrugen B,Prishtine,2,89m 2,400 €,09/07/2023
Banese me qira ne lagjen Tophane_2+1,Prishtine,2,72m 2,350 €,09/07/2023
Banese me qira ne lagjen Arberia_2+1,Prishtine,2,75m 2,400 €,09/07/2023
Banese me qira ne lagjen Ulpiana,Prishtine,1,60m 2,250 €,09/07/2023
Banese me qira ne lagjen Mati 1,Prishtine,2,90m 2,350 €,09/07/2023
Banese me qira ne Qender,Prishtine,2,70m 2,350 €,09/07/2023
Banese me qira ne lagjen Emshir 2+1,Prishtine,2,108m 2,420 €,09/07/2023
Banese me qira ne lagjen Emshir 2+1,Prishtine,2,110m 2,400 €,09/07/2023
Banese me qira ne lagjen Arberia 1+1,Prishtine,1,58m 2,270 €,09/07/2023
Banese me qira ne Qender 2+1,Prishtine,2,80m 2,350 €,09/07/2023
Banese me qira ne lagjen Bregu i Diellit 3+1,Prishtine,3,108m 2,400 €,09/07/2023
Banese me qira ne lagjen Arberia 3+1,Prishtine,3,120m 2,500 €,09/07/2023
Banese me qira ne lagjen Mati 1 1+1,Prishtine,3,111m 2,500 €,09/07/2023
Super banese me qera ne Arberi,Prishtine,1,64m 2,280 €,09/07/2023
Super banese me qera ne Qender,Prishtine,2,85m 2,300 €,09/07/2023
Banese me qira ne lagjen Arberia,Prishtine,1,64m 2,300 €,09/07/2023
Banese me qira ne lagjen Arberia 1+1,Prishtine,1,60m 2,300 €,09/07/2023
Banese(Garsoniere) me qira ne lagjen Sllovenia e Sportit,Prishtine,1,30m 2,220 €,09/07/2023
Banese me qira ne lagjen Ulpiane 1+1,Prishtine,1,60m 2,250 €,09/07/2023
Banese me qira ne lagjen Dardania 1+1,Prishtine,1,45m 2,250 €,09/07/2023
Banese me qira ne lagjen Emshir 2+1,Prishtine,2,90m 2,300 €,09/07/2023
Banese me qira ne lagjen Ulpiane 1+1,Prishtine,1,70m 2,250 €,09/07/2023
Banese me qira ne lagjen Bregu i Diellit 2+1,Prishtine,2,90m 2,320 €,09/07/2023
Banese me qira ne lagjen Bregu i Diellit 2+1,Prishtine,2,90m 2,300 €,09/07/2023
Banese(zyre) me qira ne lagjen Ulpiane 2+1,Prishtine,2,55m 2,300 €,09/07/2023
Banese me qira(Pa mobile) ne lagjen Arberia 2+1,Prishtine,2,92m 2,1 €,09/07/2023
Banes me Qira ne Dardani,Prishtine,1,50m 2,300 €,09/07/2023
Banes Komode me Qira ne Lagjen e Muhaxherve,Prishtine,2,103m 2,500 €,09/07/2023
Banes Komode me Qira ne Rrugen B te Restorant Loriano,Prishtine,1,65m 2,300 €,09/07/2023
Banes Komode me Qira ne Mat te Frutaria,Prishtine,2,80m 2,300 €,09/07/2023
Ofrohet me Qira Banesa Moderne 85m2 ne Breg Diellit DREAM HOME,Prishtine,3,85m 2,750 €,09/07/2023
Banese me qira ne lagjen Arberia 1+1,Prishtine,1,66m 2,350 €,09/07/2023
Banese me qira ne lagjen Aktash 1+1,Prishtine,1,58m 2,250 €,09/07/2023
Banese me qira ne lagjen Arberia 2+1,Prishtine,2,94m 2,400 €,09/07/2023
Banese me qira ne lagjen Bregu i Diellit 1+1,Prishtine,1,54m 2,230 €,09/07/2023
Banese me qira ne lagjen Arberia 1+1,Prishtine,1,68m 2,350 €,09/07/2023
Banese me qira ne lagjen Muhaxhereve 1+1,Prishtine,1,60m 2,300 €,09/07/2023
Banese me qira ne lagjen Arberia 2+1,Prishtine,2,95m 2,350 €,09/07/2023
Lokal me qira ne lagjen Arberia,Prishtine,1,115m 2,1 €,09/07/2023
Lokal me qira ne lagjen Arberia,Prishtine,1,115m 2,1 €,09/07/2023
Banese me qira ne lagjen Bregu i Diellit 1+1,Prishtine,1,58m 2,250 €,09/07/2023
"Hapesire banimi me qera, magjistralja. Ferizaj-Kacanik",Ferizaj,2,50m 2,110 €,09/07/2023
Banesa 85m2 me qira te Muharrem Fejza ROZI,Prishtine,3,85m 2,350 €,09/07/2023
Banese me qira ne lagjen Ulpiana,Prishtine,1,50m 2,250 €,09/07/2023
Banese me qira ne lagjen Emshir,Prishtine,2,95m 2,500 €,09/07/2023
Banese me qira ne Lagje te Muhaxhereve_2+1,Prishtine,2,100m 2,400 €,09/07/2023
Banese me qira ne lagjen Arberia,Prishtine,2,100m 2,250 €,09/07/2023
Banese me qira ne lagjen Emshir,Prishtine,2,75m 2,300 €,09/07/2023
Banese me qira ne lagjen Bregu i Diellit,Prishtine,1,65m 2,270 €,09/07/2023
Banese me qira ne Mati 1,Prishtine,1,60m 2,300 €,09/07/2023
Banese me qira ne lagjen Arberia_2+1,Prishtine,2,101m 2,300 €,09/07/2023
Banese me qira ne lagjen Rruga B,Prishtine,2,88m 2,450 €,09/07/2023
Banese me qira ne lagje te Muhaxhereve,Prishtine,2,86m 2,450 €,09/07/2023
Banesa 55m2 me qira te Mati 1 ROZI,Prishtine,1,55m 2,250 €,08/07/2023
Banese me qira ne Tophane,Prishtine,1,60m 2,250 €,08/07/2023
Banes me qira ne Breg te Diellit moderne,Prishtine,1,65m 2,350 €,08/07/2023
Super ofert banes me qira te Parku i Qytetit 190,Prishtine,1,60m 2,190 €,08/07/2023
Super Banese 2+1,Prishtine,2,73m 2,300 €,08/07/2023
Banese me qira ne Arberi 2+1,Prishtine,2,70m 2,230 €,08/07/2023
Extra banes me qira ne Qender,Prishtine,1,70m 2,320 €,08/07/2023
Banes me qira ne Dardani komode,Prishtine,1,65m 2,300 €,08/07/2023
Banes me qira te Qafa kati i 2-te,Prishtine,2,75m 2,250 €,08/07/2023
Banes me qira (kate shtepie) Arberi,Prishtine,1,65m 2,230 €,08/07/2023
Banes e re me qira ne Tophane,Prishtine,2,80m 2,350 €,08/07/2023
Banes komode me qira te Parku i Qytetit,Prishtine,1,60m 2,230 €,08/07/2023
Banes me qira ne Breg te Diellit,Prishtine,2,70m 2,300 €,08/07/2023
Banes me qira te 4 Llullat mobiluar,Prishtine,2,75m 2,320 €,08/07/2023
Banes moderne me qira ne Emshir,Prishtine,2,80m 2,300 €,08/07/2023
Banes me qira Mrapa Teatrit Kombetar-4 Lullat,Prishtine,1,60m 2,280 €,08/07/2023
Banes me qira ne Emshir,Prishtine,2,80m 2,300 €,08/07/2023
Banes komode me qira ne Emshir,Prishtine,1,60m 2,250 €,08/07/2023
Banes moderne me qira ne Arberi,Prishtine,1,65m 2,240 €,08/07/2023
Banese me qera ne Mati 1 3+1,Prishtine,3,88m 2,300 €,08/07/2023
Banese komode me qira ne Arberi,Prishtine,1,0m 2,250 €,08/07/2023
Banes komode me qira ne Mati 1,Prishtine,2,70m 2,270 €,08/07/2023
Banes me qira ne Ulpiane e pershtatshme per zyre,Prishtine,2,70m 2,350 €,08/07/2023
Banes me qira ne lagje te Muhaxhereve,Prishtine,1,60m 2,250 €,08/07/2023
Banese komode me qira ne Ulpiane,Prishtine,1,60m 2,300 €,08/07/2023
Banes me qira ne Ulpiane,Prishtine,1,65m 2,250 €,08/07/2023
Banes e re me qira ne Rrugen B,Prishtine,1,65m 2,220 €,08/07/2023
Banes me qira te 4 Llullat 1+1,Prishtine,1,60m 2,240 €,08/07/2023
Banes me qira ne Qender,Prishtine,1,40m 2,250 €,08/07/2023
Banes me qira ne Mati 1,Prishtine,1,65m 2,240 €,08/07/2023
Banes me qira ne Rrugen B 2+1,Prishtine,2,75m 2,280 €,08/07/2023
Banes me qira ne Tophane 2+1,Prishtine,2,75m 2,300 €,08/07/2023
Banese me qira ne Breg te Diellit kompleksi Dafina,Prishtine,2,70m 2,300 €,08/07/2023
Banes me qira ne Rrugen B banesat e Inxhinieringut,Prishtine,2,83m 2,250 €,08/07/2023
Banes me qira ne Mati 1,Prishtine,1,67m 2,250 €,08/07/2023
Banese me qira te Sllovenia Sporti,Prishtine,1,45m 2,230 €,08/07/2023
Banes komode me qira ne Ulpiane,Prishtine,1,65m 2,250 €,08/07/2023
Banes moderne me qira te Sllovenia Sporti,Prishtine,1,65m 2,250 €,08/07/2023
Banes me qira ne Qender,Prishtine,1,65m 2,350 €,08/07/2023
Banes me qira ne Mati 1 2+1,Prishtine,2,81m 2,250 €,08/07/2023
Banes me qira ne Lagjen e Muhaxhereve 2+1,Prishtine,2,80m 2,350 €,08/07/2023
Banese me qira ne lagje te Spitalit_3+1,Prishtine,3,103m 2,350 €,08/07/2023
Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,75m 2,350 €,08/07/2023
Banese me qira ne lagjen Tophane,Prishtine,1,65m 2,270 €,08/07/2023
Banese me qira ne lagjen Mati 1_2+1,Prishtine,2,82m 2,380 €,08/07/2023
Banese me qira ne lagjen Dardania_2+1,Prishtine,2,90m 2,350 €,08/07/2023
Banes me qira ne lagjen Lakrishte,Prishtine,1,65m 2,300 €,08/07/2023
Banese me qira ne Emshir,Prishtine,2,90m 2,350 €,08/07/2023
Banese me qira ne Rrugen B_2+1,Prishtine,2,80m 2,300 €,08/07/2023
Garsoniere me qera ne lagjen Parku i Qytetit,Prishtine,1,30m 2,220 €,08/07/2023
Banese me qira ne lagjen e Spitalit,Prishtine,2,86m 2,400 €,08/07/2023
Banes (zyre) me qira ne lagjen Qafa,Prishtine,1,35m 2,300 €,08/07/2023
Banese me qira ne lagjen Dardania,Prishtine,3,98m 2,600 €,08/07/2023
Banese me qira ne lagjen Rruga B,Prishtine,2,85m 2,370 €,08/07/2023
Banese me qira ne lagjen Arberia,Prishtine,3,105m 2,400 €,08/07/2023
Banese me qira ne lagjen Emshir,Prishtine,2,100m 2,430 €,08/07/2023
Banese me qira ne lagjen Tukbashqe,Prishtine,1,67m 2,200 €,08/07/2023
Garsoniere me qera ne lagjen Emshir,Prishtine,1,43m 2,230 €,08/07/2023
Banese me qira ne Lagjen e Spitalit 2+1,Prishtine,2,86m 2,400 €,08/07/2023
Banese me qira ne Qender 2+1,Prishtine,2,90m 2,400 €,08/07/2023
Banese me qira ne lagjen Dardania 1+1,Prishtine,1,75m 2,350 €,08/07/2023
Banese me qira ne lagjen Mati 1 3+1,Prishtine,3,118m 2,460 €,08/07/2023
Banese me qira ne Lagjen e Spitalit 2+1,Prishtine,2,75m 2,300 €,08/07/2023
Banese me qira ne lagjen e Muhaxhereve 2+1,Prishtine,2,76m 2,400 €,08/07/2023
Banese me qira ne lagjen Arberia 1+1,Prishtine,1,60m 2,270 €,08/07/2023
Banese me qira ne lagjen Arberia 2+1,Prishtine,2,86m 2,450 €,08/07/2023
Banese me qira ne lagjen Tophane 2+1,Prishtine,2,80m 2,300 €,08/07/2023
Banese me qira ne lagjen Bregu i Diellit,Prishtine,2,89m 2,500 €,08/07/2023
Banese me qira ne lagjen Arberia_2+1,Prishtine,2,92m 2,500 €,08/07/2023
Banese me qira ne lagjen Arberia,Prishtine,2,90m 2,450 €,08/07/2023
