title,region,number_of_rooms,quadrat,price,date
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Five Starit #1200",Prishtine,3,75m 2,300 €,01/04/2019
Ofrohet banesa 45m2 me qira ne lagjen Dodona !DELTA,Prishtine,3,45m 2,200 €,30/03/2019
Lëshohet banesa me qera në lagjen Pejton afër NLB-së.,Prishtine,2,92m 2,800 €,30/03/2019
Banes me qira Lakrishte (afer ProCredit) 240€,Prishtine,2,0m 2,240 €,30/03/2019
Banese 64m2 me qira te Elena Gjika Rozi,Prishtine,1,64m 2,260 €,29/03/2019
Banese me Qera,Prishtine,1,30m 2,200 €,29/03/2019
A546 Banese me qira te Mati 2,Prishtine,3,75m 2,250 €,29/03/2019
Banes me Qera,Prishtine,1,89m 2,250 €,29/03/2019
"Banes me qera ne Lagjen Dardani, prane Nenkalimit #1199",Prishtine,3,75m 2,330 €,29/03/2019
A754 Banese me qira ne Kalabri - Emshir,Prishtine,2,63m 2,230 €,29/03/2019
A751 Banese me qira te Rruga C,Prishtine,3,95m 2,300 €,29/03/2019
A701 Garsonjere me qira ne Ulpiane,Prishtine,1,40m 2,210 €,29/03/2019
A755 Kat shtepie me qira ne Arberi - Dragodan,Prishtine,3,130m 2,300 €,29/03/2019
A756 Banese me qira ne Dardani,Prishtine,2,70m 2,300 €,29/03/2019
A757 Banese me qira ne Kalabri - Emshir te UBT - ja,Prishtine,3,89m 2,300 €,29/03/2019
A758 Banese me qira ne Qender te Hotel Siriusi,Prishtine,2,55m 2,300 €,29/03/2019
Banese me Qera,Prishtine,1,50m 2,200 €,29/03/2019
"Leshohet zyra me qira ne ""Dardani""me siperfaqe 60m2 !DELTA",Prishtine,2,60m 2,500 €,28/03/2019
A748 Banesë me qira në Aktash,Prishtine,3,100m 2,300 €,28/03/2019
"A749 Banesë me qira në Aktash, përball rrugës",Prishtine,3,90m 2,300 €,28/03/2019
A753 Banese me qira ne Kalabri - Emshir,Prishtine,3,70m 2,200 €,28/03/2019
"A750 Gasonjere me qira te ""Bill Clinton""",Prishtine,1,33m 2,300 €,28/03/2019
"Banes me qera ne Lagjen Qender, prane Kolegjit FAMA #1197",Prishtine,3,75m 2,260 €,28/03/2019
Banesë me qira ne lagjen bregu i diellit,Prishtine,1,60m 2,200 €,28/03/2019
Banes me qira ne Lagjen e Spitalit afer Viva Freshit,Prishtine,1,54m 2,200 €,28/03/2019
Banes me qira ne Lagje te Spitalit,Prishtine,2,75m 2,250 €,28/03/2019
"Ofrohet PËR QIRA Banes Aktash "" Hotel AFA """,Prishtine,1,49m 2,180 €,28/03/2019
Banese me qera,Prishtine,2,90m 2,250 €,27/03/2019
"Banes me qera ne lagjen Aktash, prane OSCE #1192",Prishtine,2,55m 2,300 €,27/03/2019
A741 Banese me qira ne Arberi - Dragodan,Prishtine,2,90m 2,250 €,27/03/2019
"A743 Banesë e përshtatshme për zyre,Rruga B",Prishtine,4,0m 2,"1,500 €",27/03/2019
A746 Banese me qira ne Arberi - Dragodan te amb. austriake,Prishtine,3,50m 2,300 €,27/03/2019
A745 Banese me qira ne Kalabri - Emshir,Prishtine,2,55m 2,190 €,27/03/2019
A741 Banese me qira ne Arberi - Dragodan,Prishtine,2,80m 2,250 €,27/03/2019
"A744 Banesë me qira në Ulpian, te Fontana",Prishtine,2,60m 2,250 €,27/03/2019
A517 Banese me qira ne Bregun e Diellit,Prishtine,2,55m 2,200 €,27/03/2019
A742 Banese me qira te Mati 1,Prishtine,3,75m 2,250 €,27/03/2019
A747 Banese me qira ne Bregun e Diellit - 4 dhomsh,Prishtine,4,110m 2,350 €,27/03/2019
Banese me Qera,Prishtine,2,105m 2,300 €,27/03/2019
Banese me Qera,Prishtine,1,50m 2,250 €,27/03/2019
Banese me Qera,Prishtine,2,91m 2,280 €,27/03/2019
"Banes me qera ne lagjen Aktash, prane OSCE #1192",Prishtine,2,55m 2,300 €,27/03/2019
"Banes me qera ne lagjen Bregu i Diellit, prapa Furres Qerimi 1#1126",Prishtine,1,25m 2,150 €,27/03/2019
Leshohet banesa me qera ne Dardani,Prishtine,1,65m 2,300 €,27/03/2019
Leshohet banesa me qera ne Veternik,Prishtine,3,120m 2,500 €,27/03/2019
"Ofrohet PËR QIRA Banesë 2+1 ne Arberi Kompleksi "" Tregetia """,Prishtine,2,89m 2,450 €,27/03/2019
Banesa 90m2 me qira ne lagjen Mati 1,Prishtine,2,90m 2,290 €,26/03/2019
Kerkojme cimere,Prishtine,3,90m 2,60 €,26/03/2019
Leshoj banesen me qira,Prishtine,2,60m 2,220 €,26/03/2019
A732 Banese me qira te Mati 1,Prishtine,2,65m 2,250 €,26/03/2019
A344 Banese me qira ne Kolovice,Prishtine,2,65m 2,180 €,26/03/2019
A644 Garsonjere me qira ne Bregu i Diellit,Prishtine,1,20m 2,150 €,26/03/2019
A576 Banese me qira ne Bregun e Diellit,Prishtine,3,94m 2,300 €,26/03/2019
A124 Banese me qira te 4 Llullat,Prishtine,2,45m 2,250 €,26/03/2019
A738 Banese me qira te Mati 1,Prishtine,3,75m 2,270 €,26/03/2019
A739 Banese me qira ne Bregun e Diellit,Prishtine,3,85m 2,300 €,26/03/2019
"Banes me qera ne lagjen Mati 1, prapa Viva Freshit #1136",Prishtine,3,75m 2,250 €,26/03/2019
A740 Banese me qira te Mati 1 - afer VIVA FRESH-it,Prishtine,3,85m 2,270 €,26/03/2019
Ofrohet për qira banesë 76m² në lagjen Mati 1,Prishtine,3,76m 2,330 €,26/03/2019
Banesë 93m2 me qira te gjimnazi Sami Frashëri,Prishtine,4,93m 2,300 €,26/03/2019
"Banes me qera ne lagjen Tophane, te Bahollt #1184",Prishtine,3,90m 2,280 €,26/03/2019
"Banes me qera ne lagjen Bregu i Diellit, prane Shkolles Ismail Qemali #1185",Prishtine,1,50m 2,180 €,26/03/2019
"Banes me qera ne lagjen Ulpiana, prapa AAK-se #1186",Prishtine,1,15m 2,130 €,26/03/2019
"Banes me qera ne lagjen Arberia ( Dragodan ), prane Five Star Fitness #1187",Prishtine,2,60m 2,260 €,26/03/2019
Ipet banesa me qira ne arberi afer ambasades amerikane,Prishtine,3,95m 2,400 €,26/03/2019
Ipet banesa me qira te nekalimi perball santese,Prishtine,3,85m 2,300 €,26/03/2019
Ipet banesa me qira ne matin 1 afer banesave te standardit,Prishtine,3,80m 2,300 €,26/03/2019
"Banes me qera ne lagjen Kalabria ( Emshir), #1190",Prishtine,2,55m 2,250 €,26/03/2019
"Banes me qera ne lagjen Mati 1, prane Viva Fresh #119",Prishtine,3,75m 2,250 €,26/03/2019
BANESA ME QIRA NE BREG DIELLIT,Prishtine,4,110m 2,350 €,26/03/2019
Banes me qira Mahalla e Muhaxherve,Prishtine,4,135m 2,400 €,26/03/2019
Banes me qira Pejton 500 €,Prishtine,4,110m 2,500 €,26/03/2019
Ofrohet PËR QIRA Banesë 1+1 Lakrishte ne objektin e Procredit Bank,Prishtine,1,75m 2,250 €,26/03/2019
Ofrohet PËR QIRA Villa ne Zllatar,Prishtine,4,180m 2,990 €,26/03/2019
Banese me Qera,Prishtine,2,74m 2,250 €,25/03/2019
Banese me Qera,Prishtine,2,40m 2,220 €,25/03/2019
Banese me Qera,Prishtine,2,43m 2,200 €,25/03/2019
Ipet banesa me qira ne tophane extra e mobiluar,Prishtine,2,70m 2,300 €,25/03/2019
Ipet banesa me qira ne kalabri ish-emshir te hotel narteli,Prishtine,3,96m 2,300 €,25/03/2019
A731 Banese me qira ne Bregun e Diellit,Prishtine,2,65m 2,250 €,25/03/2019
A737 Banese me qira te Mati,Prishtine,3,105m 2,320 €,25/03/2019
A736 Shtepi me qira ne Lagjen e Spitalit,Prishtine,2,60m 2,200 €,25/03/2019
A734 Banese me qira ne Bregun e Diellit,Prishtine,2,55m 2,220 €,25/03/2019
A735 Banese me qira ne Ulpiane,Prishtine,2,45m 2,200 €,25/03/2019
"Banes me qera ne lagjen Ulpiana, prane Shkolles Hasan Prishtina #1180",Prishtine,3,63m 2,270 €,25/03/2019
"Banes me qera ne lagjen Bregu i Diellit, banesat e Standardit #1182",Prishtine,3,89m 2,300 €,25/03/2019
Banes me qera ne lagjen Arberia ( Dragodan) prane Ambasades se Amerikes #1181,Prishtine,2,56m 2,250 €,25/03/2019
Banes me qera ne lagjen Arberia ( Dragodan) prane Ambasades se Amerikes #118,Prishtine,2,56m 2,250 €,25/03/2019
"Banes me qera ne lagjen Arberia ( Dragodan ), prane Five Star Fitness #1187",Prishtine,2,60m 2,260 €,25/03/2019
"Banes me qera ne lagjen Bregu i Diellit, banesat e Standardit #1188",Prishtine,2,45m 2,200 €,25/03/2019
"Banes me qera ne lagjen Bregu i Diellit, banesat e Standardit #1189",Prishtine,2,55m 2,250 €,25/03/2019
Banes me qira Mati 1 rrethi i Maxit 200 €,Prishtine,2,60m 2,200 €,25/03/2019
Banes me qira Dragodan (Rock Kuzine),Prishtine,4,131m 2,600 €,25/03/2019
Banes me qira Mati 1 (Kompleksi Vita 2),Prishtine,2,50m 2,200 €,25/03/2019
Banes me qira rruges per Matican 170 €,Prishtine,2,0m 2,170 €,25/03/2019
Banes me qira rruges per Matican 170€,Prishtine,2,0m 2,170 €,25/03/2019
Ofrohet PËR QIRA Banesë 1+1 B.diellit,Prishtine,1,60m 2,200 €,24/03/2019
"Ofrohen PËR QIRA Banes Rruga "" B "", Kompleksi "" Kawa """,Prishtine,2,85m 2,300 €,24/03/2019
"Ofrohet PËR QIRA Kat shpie B.diellit Rruga ""Hilmi Rakovica """,Prishtine,1,75m 2,250 €,24/03/2019
Ofrohet banesa per zyre 65m2 me qira ne Ulpiane !DELTA,Prishtine,3,65m 2,500 €,23/03/2019
A199 Banese me qira ne Arberi - Dragodan te amb. Amerikane,Prishtine,2,60m 2,250 €,23/03/2019
A290 Banese me qira ne Arberi - Dragodan,Prishtine,3,75m 2,330 €,23/03/2019
A726 Banese me qira te Mati 1,Prishtine,3,80m 2,270 €,23/03/2019
A728 Banesë me qira në Dardani përball Ulpianes,Prishtine,2,40m 2,200 €,23/03/2019
A729 Banese me qira ne Bregun e Diellit perball Rruges B,Prishtine,2,30m 2,180 €,23/03/2019
A733 Banese me qira ne Tokebashqe,Prishtine,2,70m 2,200 €,23/03/2019
Ipet banesa me qira ne dardani afer restorant dubrovnikut,Prishtine,3,85m 2,300 €,23/03/2019
Ofrohet banesa 40m2 me qira ne Dardani !DELTA,Prishtine,2,40m 2,200 €,23/03/2019
Ofrohet banesa 57m2 me qira ne Qender te Qytetit !DELTA,Prishtine,2,57m 2,700 €,22/03/2019
Kat shtepie 55m2 me qira ne Tophane,Prishtine,1,55m 2,220 €,22/03/2019
Banese me Qera,Prishtine,2,90m 2,310 €,22/03/2019
"Banes me qera ne lagjen Arberia ( Dragodan) rruga Arben Xheladini, afer Pinokios #1018",Prishtine,3,87m 2,500 €,22/03/2019
Banese me Qera,Prishtine,2,90m 2,310 €,22/03/2019
Ipet banesa penthaus me qira ne arberi ish-dragodan,Prishtine,4,125m 2,"1,000 €",22/03/2019
"Banes me qera ne lagjen Ulpiana, prane Shkolles Hasan Prishtina #1180",Prishtine,3,63m 2,270 €,22/03/2019
"Banes me qera ne lagjen Bregu i Diellit, banesat e Standardit #1182",Prishtine,3,89m 2,300 €,22/03/2019
Banes me qira Dardani (Bill Clinton),Prishtine,2,75m 2,250 €,22/03/2019
Banes me qira pejton 500 €,Prishtine,4,110m 2,500 €,22/03/2019
Super banesa 65m2 me qira te Bregu i Diellit,Prishtine,1,65m 2,300 €,21/03/2019
Banese me Qera,Prishtine,1,40m 2,200 €,21/03/2019
A727 Banesë me qira në Dragodan(Arbëri),Prishtine,4,110m 2,500 €,21/03/2019
BANESA ME QIRA TE 4 LLULLAT,Prishtine,3,80m 2,300 €,21/03/2019
"Banese me qera ne lagjen Arberia ( Dragodan), prane Meridian Marketit #1178",Prishtine,3,80m 2,300 €,21/03/2019
Banes me qira Mati 1 (Kompleksi Vita 2),Prishtine,2,50m 2,200 €,21/03/2019
Banes me qira Dragodan (Rock Kuzine),Prishtine,4,131m 2,600 €,21/03/2019
Banes me qira Mahalla Muhaxherve,Prishtine,4,135m 2,400 €,21/03/2019
Banes me qira ne Qender 250 €,Prishtine,3,90m 2,250 €,21/03/2019
Banese me Qera,Prishtine,2,86m 2,300 €,21/03/2019
Banese me Qera,Prishtine,2,64m 2,180 €,21/03/2019
Banesa 70m2 me qira ne Qender,Prishtine,2,70m 2,300 €,20/03/2019
"Banese moderne me qira ne Bregun e Diellit, te ""Ontex""-i",Prishtine,3,125m 2,850 €,20/03/2019
"Banese moderne me qira ne Qender, me pamje nga sheshi ""Zahir Pajaziti""",Prishtine,2,50m 2,350 €,20/03/2019
Banese me Qera,Prishtine,2,68m 2,300 €,20/03/2019
Banes me Qera,Prishtine,3,106m 2,300 €,20/03/2019
"Banese me qera ne lagjen Mati 1, prane Shkolles Pavaresia #1177",Prishtine,2,60m 2,220 €,20/03/2019
"Banese me qera ne lagjen Mati 1, prane Shkolles Pavaresia #1176",Prishtine,3,80m 2,350 €,20/03/2019
"Banes me qera ne Lagjen Kalabria ( Emshir ), perball Banesave te Arabeve #1061",Prishtine,3,90m 2,270 €,20/03/2019
"Banes Sistem Duplex me qera ne Lagjen Bregu i Diellit, prapa Furres Qerimi 2 #1058",Prishtine,2,43m 2,210 €,20/03/2019
"Banes me qera ne Lagjen Kalabri ( Emshir ), banesat e EXDC#1056",Prishtine,2,55m 2,250 €,20/03/2019
"Banes me qera ne lagjen Mati 1, prapa Super Vives #1183",Prishtine,3,80m 2,300 €,20/03/2019
"Banes me qera ne lagjen Bregu i Diellit, prane Shkolles Ismail Qemali #1185",Prishtine,1,50m 2,180 €,20/03/2019
"Banes me qera ne lagjen Ulpiana, prapa AAK-se #1186",Prishtine,1,15m 2,130 €,20/03/2019
Ofrohet PËR QIRA Banesë 1+1 Ulpian Rr. Haki Zejnullahu,Prishtine,1,68m 2,200 €,20/03/2019
Ofrohen PËR QIRA Dy Kat Shtepie ne Lagjen e Universitetit Rr. “ B “,Prishtine,4,150m 2,400 €,20/03/2019
Ofrohet PËR QIRA Banesë 2+1 ne Tophane ( te Qafa ),Prishtine,2,86m 2,380 €,20/03/2019
Ofrohet PËR QIRA Banesë 2+1 Mati 1 Rr. Muharrem Fejza,Prishtine,2,86m 2,300 €,20/03/2019
Ofrohet PËR QIRA Banesë 1+1 Tophane perball Qafes,Prishtine,2,70m 2,300 €,20/03/2019
Ofrohet PËR QIRA Banesë 1+1 Tophane perball Qafes,Prishtine,1,70m 2,300 €,20/03/2019
Ofrohet PËR QIRA Banesë 1+1 Tophane perball Qafes,Prishtine,1,70m 2,300 €,20/03/2019
Ofrohet PËR QIRA Banesë 2+1 Kalabri ( Emshir ),Prishtine,3,94m 2,300 €,20/03/2019
Banes me qira Mati 1 rrethi i Maxit 200 €,Prishtine,2,0m 2,200 €,20/03/2019
Banes me qira Tophane 250 €,Prishtine,3,0m 2,250 €,20/03/2019
Banes me qira Dragodan 1+1 270 €,Prishtine,2,0m 2,270 €,20/03/2019
Banes me qera - Te qafa,Prishtine,2,60m 2,250 €,19/03/2019
"Banese me qira - Lagjia e re , Veterrnik",Prishtine,3,80m 2,250 €,19/03/2019
A726 Garsonjere me qira ne Bregun e Diellit,Prishtine,1,35m 2,150 €,19/03/2019
Ofrohet PËR QIRA Banesë 30/Euro Nata Top hane 1+1,Prishtine,1,70m 2,30 €,19/03/2019
A725 Banese me qira te Mati 1,Prishtine,3,78m 2,300 €,19/03/2019
A724 Banese me qira ne Dardani mbi Kurri,Prishtine,3,78m 2,300 €,19/03/2019
"Banes me qera ne Lagjen Kalabria ( Emshir ), banesat e Lesnes #1109",Prishtine,3,100m 2,300 €,19/03/2019
A723 Banese me qira afer Siriusi,Prishtine,3,78m 2,250 €,19/03/2019
Banesë me qira në Arbëri te Albi Market 250euro,Prishtine,2,55m 2,250 €,19/03/2019
"Lëshohet Banesa me qira në lagjën Dardania,",Prishtine,2,60m 2,250 €,19/03/2019
Lëshohet Banesa me qira në lagjë Mati 1 ndërtim i kawa group,Prishtine,3,78m 2,300 €,19/03/2019
Banesë me qira në Bregun e Diellit 250euro,Prishtine,2,0m 2,250 €,19/03/2019
Lëshohet Banesa me qira te banesat e Aldex,Prishtine,3,125m 2,300 €,19/03/2019
Lëshohet Banesa me qira në lagjën Mati 1,Prishtine,2,50m 2,200 €,19/03/2019
"Banesë me qira në Mati 1, mbrapa Maxi 24h",Prishtine,2,50m 2,200 €,19/03/2019
"Banesë me qira te Muhaxherët, 200 euro",Prishtine,2,43m 2,200 €,19/03/2019
Banes me qira Dragodan 1+1,Prishtine,2,0m 2,270 €,19/03/2019
Banes me qira Qender 250€,Prishtine,3,0m 2,250 €,19/03/2019
Banes me qira Pejton (Ambasada Norvegjeze),Prishtine,3,85m 2,450 €,19/03/2019
Banese me Qera,Prishtine,2,90m 2,450 €,19/03/2019
Banese me Qera,Prishtine,2,90m 2,450 €,19/03/2019
Banes & Zyre me qera Mati 1,Prishtine,4,136m 2,450 €,18/03/2019
"Ofrohet PËR QIRA LOKAL Mati 1 Rr. ""C""",Prishtine,1,56m 2,250 €,18/03/2019
Ofrohet PËR QIRA Banesë 2+1 Mati 1 Rruga C,Prishtine,2,86m 2,250 €,18/03/2019
Ofrohet PËR ‪‎#QIRA Banesë B.diellit,Prishtine,3,102m 2,400 €,18/03/2019
Ofrohet PËR QIRA Banesë 2+1 Bregu i Diellit,Prishtine,2,89m 2,300 €,18/03/2019
Ofrohet PËR QIRA Banesë 2+1 Lakrishte,Prishtine,2,89m 2,337 €,18/03/2019
A722 Banese me qira ne Bregun e Diellit,Prishtine,2,50m 2,230 €,18/03/2019
A721 Banese me qira ne Lakrishte,Prishtine,2,60m 2,300 €,18/03/2019
Lëshohet Banesa me qira në lagjën Bregu i Diellit,Prishtine,3,70m 2,300 €,18/03/2019
Banesë me qira në Emshir tek Dardha,Prishtine,3,105m 2,320 €,18/03/2019
Lëshohet Banesa me qira në lagjën taukbahqe,Prishtine,3,85m 2,230 €,18/03/2019
A720 Banese me qira te Mati 1- mrapa Rruges B,Prishtine,2,60m 2,250 €,18/03/2019
A719 Banese me qira te Mati 1 - mrapa Rruges B,Prishtine,2,60m 2,330 €,18/03/2019
Banese me Qera,Prishtine,2,68m 2,300 €,18/03/2019
Leshoj banes me qera,Prishtine,1,60m 2,50 €,18/03/2019
Banese me qera ne Lagjen Ulpiana,Prishtine,2,64m 2,280 €,18/03/2019
Leshoj banes me qera,Prishtine,1,60m 2,50 €,18/03/2019
Banesë 90m2 me qira në lagjen Pejton,Prishtine,3,90m 2,"1,000 €",18/03/2019
A708 Garsonjere me qira ne Kalabri - Emshir,Prishtine,1,40m 2,200 €,18/03/2019
A485 Banese me qira te Bregu i Diellit,Prishtine,2,65m 2,180 €,18/03/2019
A711 Banesë me qira në Arbëri(Dragodan),Prishtine,2,65m 2,250 €,18/03/2019
A712 Banese me qira te Mati 1,Prishtine,2,55m 2,250 €,18/03/2019
A710 Garsonjere me qira te Qafa,Prishtine,1,40m 2,190 €,18/03/2019
A714 Banese me qira ne Kalabri - Emshir,Prishtine,3,90m 2,400 €,18/03/2019
"A713 Banesë me qira në Bregun e Diellit, te FAMISI",Prishtine,2,60m 2,200 €,18/03/2019
A667 Garsonjere me qira ne Dardani mbi Kurriz,Prishtine,1,40m 2,220 €,18/03/2019
A715 Banese me qira te Rruga B,Prishtine,2,55m 2,220 €,18/03/2019
A716 Banese me qira ne Lakrishte e pa banuar me heret,Prishtine,3,85m 2,500 €,18/03/2019
A717 Banese me qira te Mati 1,Prishtine,2,60m 2,240 €,18/03/2019
Ipet banesa me qira te prime grupi,Prishtine,3,85m 2,600 €,18/03/2019
A389 Banese me qira ne Qender te Sami Frasheri,Prishtine,4,115m 2,350 €,16/03/2019
A701 Lëshohen banesat me qira te 'Fontana',Prishtine,1,32m 2,210 €,16/03/2019
"A702 Banesë me qira te Rruga B, prapa Royalit",Prishtine,2,60m 2,210 €,16/03/2019
"A703 Banesë me qira në Bregun e Diellit, prapa kolegjit ILIRIA",Prishtine,3,93m 2,300 €,16/03/2019
"A704 Banesë me qira te Rruga B, Royal City",Prishtine,2,56m 2,250 €,16/03/2019
"A705 Banesë me qira te Mati 1, prapa Fivestarit",Prishtine,2,65m 2,250 €,16/03/2019
A707 Banese me qira ne Bregun e Diellit,Prishtine,2,60m 2,200 €,16/03/2019
A708 Garsonjere me qira ne Kalabri - Emshir te UBT - ja,Prishtine,1,37m 2,200 €,16/03/2019
A391 Banese me qira ne Matiqan,Prishtine,3,90m 2,250 €,16/03/2019
A709 Banese me qira te Mati 1,Prishtine,3,75m 2,250 €,16/03/2019
Ofrohet PËR QIRA Banesë/Zyre 1+1 Kalabri (Emshir) 180 Euro,Prishtine,1,57m 2,180 €,16/03/2019
Ofrohet PËR QIRA Banesë 2+1 Kalabri (Emshir),Prishtine,2,89m 2,300 €,16/03/2019
Kerkoj cimer banesa fush kosov 65 ero,Fushe Kosove,2,0m 2,65 €,15/03/2019
"Banes me qera ne lagjen Kalabria ( Emshir), prane UBT-se#1190",Prishtine,2,55m 2,250 €,15/03/2019
"Banese me qera ne lagjen Mati 1, prapa Supervives #1175",Prishtine,1,40m 2,180 €,15/03/2019
"Banese me qera ne lagjen Arberia ( Dragodan), prane Meridian Marketit #1178",Prishtine,3,80m 2,300 €,15/03/2019
"Banes me qera ne lagjen Mati 1, rruga B, prapa Five Star Fitness #1169",Prishtine,2,60m 2,330 €,15/03/2019
"Kate Shtepie me qera ne lagjen Tophane, prane Hotel Ora #1174",Prishtine,3,110m 2,250 €,15/03/2019
"Banes me qera ne lagjen Tophane, te Bahollt #1172",Prishtine,3,80m 2,250 €,15/03/2019
"Banese me qera ne lagjen Arberia ( Dragodan), prane Meridian Marketit #1178",Prishtine,3,80m 2,300 €,15/03/2019
"Banes me qera ne lagjen Arberia ( Dragodan ), prane Five Star Fitness #1187",Prishtine,2,60m 2,260 €,15/03/2019
Apartment me Qera,Prishtine,1,67m 2,240 €,15/03/2019
"Banesa me qira ne lagjen Dragodan, Prishtine",Prishtine,1,60m 2,250 €,15/03/2019
Jap me qera banesen ne Kalabri 300 euro,Prishtine,3,85m 2,300 €,15/03/2019
Apartment for rent in Bregu i Diellit,Prishtine,4,120m 2,700 €,15/03/2019
Banes me qira Bregu i Diellit 600€ (me shpenzime),Prishtine,3,0m 2,600 €,15/03/2019
Banes me qira Bregu i Diellit 700 € (me shpenzime),Prishtine,4,120m 2,700 €,15/03/2019
Banes me qira Bregu i Diellit 1+1+1,Prishtine,2,0m 2,230 €,15/03/2019
Kat Shtepie me Qira,Prishtine,2,0m 2,450 €,15/03/2019
Banesa ditore javore mujore,Prishtine,2,60m 2,20 €,15/03/2019
"Banesa mujore me qira, qmim super te volitshem",Prishtine,3,80m 2,150 €,15/03/2019
ZYRE ME QIRA MBRAPA TEATRIT KOMBETAR,Prishtine,4,130m 2,"1,000 €",14/03/2019
"Kate Shtepie me qera ne lagjen Tophane, prane Hotel Ora #1174",Prishtine,3,110m 2,250 €,14/03/2019
Ofrohet banesa 105m2 per zyre ne qender te Prishtines !DELTA,Prishtine,3,105m 2,"1,000 €",14/03/2019
"Banes me qera ne Lagjen Arberia ( Dragodan ), banesat e Tregtise #1165",Prishtine,3,90m 2,330 €,14/03/2019
"Banes me qera te Parku i Qytetit, tek Life Fitnesi #1166",Prishtine,3,75m 2,230 €,14/03/2019
"Banes me qera ne lagjen Kalabri ( Emshir ), ndertim i Nartelit #1167",Prishtine,3,80m 2,300 €,14/03/2019
Banese me qera,Prishtine,2,70m 2,320 €,14/03/2019
Lëshohet me qira banes te Mati 1,Prishtine,1,63m 2,250 €,14/03/2019
Banes me qira Dardani 2+1 250 €,Prishtine,3,90m 2,250 €,14/03/2019
Banes me qira Bregu i Diellit per Studenta/e 50 € per shtrat,Prishtine,3,120m 2,50 €,14/03/2019
Ofrohet PËR QIRA Banesë 2+1 Mati 1,Prishtine,2,85m 2,250 €,13/03/2019
Ofrohet PËR QIRA Banesë 2+1 Mati 1 Rruga C,Prishtine,2,85m 2,250 €,13/03/2019
"Banes me qera ne lagjen Arberia ( Dragodan), afer Five Star Fitness #1173",Prishtine,3,80m 2,270 €,13/03/2019
Banesë 80m2 me qira në lagjen Aktash,Prishtine,2,80m 2,400 €,13/03/2019
"Leshohet banesa me qira ne rrugen ""B"", ndertim i Royal",Prishtine,2,71m 2,300 €,13/03/2019
"Banes me qera ne lagjen Mati 1, prapa Super Vives #1027",Prishtine,3,87m 2,350 €,13/03/2019
"Banes me qera ne Lagjen Arberi (Dragodan), prane Meridian Express #1065",Prishtine,3,80m 2,300 €,13/03/2019
"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re#1088",Prishtine,4,126m 2,600 €,13/03/2019
"Banes me qera ne Lagjen Mati 1, prapa Viva Freshit #1110",Prishtine,3,78m 2,300 €,13/03/2019
"Banes me qera ne Lagjen Bregu i Diellit, prapa Kolegjit ILIRIA #1114",Prishtine,2,60m 2,250 €,13/03/2019
Banes me qira Bregu i Diellit 700€ (me shpenzime),Prishtine,4,120m 2,700 €,13/03/2019
Banes me qira Bregu i Diellit 1+1+1,Prishtine,2,0m 2,230 €,13/03/2019
Banes me qira Bregu i Diellit kompleksi Standard,Prishtine,3,89m 2,300 €,13/03/2019
Banes me qira Pejton (Ambasada Norvegjeze,Prishtine,3,85m 2,450 €,13/03/2019
Ofrohet PËR QIRA Banesë 1+1 Mati 1,Prishtine,1,72m 2,250 €,12/03/2019
Ofrohet PËR QIRA Kat Shtepie ne Arberi,Prishtine,3,112m 2,600 €,12/03/2019
A700 Lëshohet kati i shtëpisë me qira në Tophane,Prishtine,3,110m 2,250 €,12/03/2019
A699 Banesë me qira te katedralja,Prishtine,2,57m 2,250 €,12/03/2019
"Banes me qera ne lagjen Tophane, te Bahollt #1172",Prishtine,3,80m 2,250 €,12/03/2019
Banese me Qira/Lagja Mati 1/rr.Isa Kastrati,Prishtine,2,90m 2,285 €,12/03/2019
