,title,region,number_of_rooms,quadrat,price,date,Neighborhood
28094,"Banes me qera ne Lagjen e Spitalit, prapa Eulexit #846",Prishtine,3,85m 2,250 €,07/05/2018,Lagjen e Spitalit
28095,Banese me qira te Qafa,Prishtine,44,74m 2,300 €,07/05/2018,Qafa
28096,Ofrohet banesa 67m2 me qira te 4 llullat !DELTA,Prishtine,2,67m 2,300 €,07/05/2018,4 Lullat
28097,Oftohet banesa 37 m2 me qira qendër të Prishtinës,Prishtine,1,37m 2,200 €,07/05/2018,Qendra
28098,Banes me Qira ne Mati 1 e mobiluar 200 €,Prishtine,2,47m 2,200 €,07/05/2018,Ulpiana 1
28099,Banes me Qira ne Mati 1 te Maxi 24h e mobiluar 220 €,Prishtine,2,0m 2,220 €,07/05/2018,Ulpiana 1
28100,Banes me Qira ne lagjen e Muhaxhereve e mobiluar 180 €,Prishtine,2,0m 2,180 €,07/05/2018,Lagjja e Muhaxherëve
28101,VR REAL ESTATE BANESË ME QIRA NË QENDER,Prishtine,3,90m 2,800 €,07/05/2018,Qendra
28102,"Banese me Qira ne Dardani per Zyre, kati perdhese",Prishtine,2,50m 2,450 €,05/05/2018,Dardania
28103,"Banese me Qira ne Fushe Kosove, te Interexi",Prishtine,3,89m 2,250 €,05/05/2018,Fushe Kosove
28104,Ofrohet banesa 100m2 me qira ne Emshir !DELTA,Prishtine,2,100m 2,300 €,05/05/2018,Kalabria
28105,"Banese me Qira ne Bregun e Diellit, te Univerziteti Iliria - 160 Euro",Prishtine,2,30m 2,160 €,05/05/2018,Kodra e Diellit
28106,"Banese me qira ne Qender, te Qafa - 300 Euro",Prishtine,3,85m 2,300 €,05/05/2018,Qendra
28107,"Banese me Qira ne Bregun e Diellit, te Shkolla Fillore ""Iliria""",Prishtine,2,45m 2,200 €,05/05/2018,Kodra e Diellit
28108,"Banese me Qira ne L.Muhaxherve , afer Kuller se Muhaxherve - 220 Euro",Prishtine,2,57m 2,220 €,05/05/2018,Lagjja e Muhaxherëve
28109,"Banese me Qira ne Qender, te Sllovenia e Sportit - 350 Euro",Prishtine,3,90m 2,350 €,05/05/2018,Qendra
28110,"Banese me qira ne L.Spitalit te Mati 1, te Banesat e Avni Gjakoves",Prishtine,3,100m 2,350 €,05/05/2018,Ulpiana 1
28111,"Banese me Qira te Rruga B, te Maxi 24 H - 280 Euro",Prishtine,3,90m 2,280 €,05/05/2018,Rruga B
28112,Banese me qira te 4 Llullat - te Gjergj Fishta,Prishtine,3,87m 2,250 €,05/05/2018,4 Lullat
28113,"Banese me Qira te Mati 1, te Shkolla Pavaresia",Prishtine,2,67m 2,250 €,05/05/2018,Ulpiana 1
28114,"Banese me Qira ne Qender, mrapa Teatrit Kombetar - 400 Euro",Prishtine,3,95m 2,400 €,05/05/2018,Qendra
28115,Banese me Qira ne Dardani te Bashkesia e 3-te Lokale - 500 Euro,Prishtine,3,80m 2,500 €,05/05/2018,Dardania
28116,Banesë me Qira për Zyre në Ulpianë te Lesna 500€,Prishtine,4,0m 2,500 €,05/05/2018,Ulpiana
28117,Ofrohet garsoniera 42m2 me qira te Sirius !DELTA,Prishtine,1,42m 2,170 €,04/05/2018,Siriusi
28118,Ofrohet banesa luksoze 115m2 me qira ne Mati 1 !DELTA,Prishtine,3,115m 2,380 €,04/05/2018,Ulpiana 1
28119,Ofrohet banesa 60m2 me qira ne Rr.B !DELTA,Prishtine,2,60m 2,230 €,04/05/2018,
28120,Ofrohet banesa 68m2 me qira ne Top Hane !DELTA,Prishtine,3,68m 2,280 €,04/05/2018,
28121,Ofrohen 5 banesa 75m2 me qira ne lagjjen Mati 1 !DELTA,Prishtine,3,75m 2,300 €,04/05/2018,Ulpiana 1
28122,Ofrohet banesa 50m2 me qira ne lagjjen Ulpiana !DELTA,Prishtine,2,50m 2,300 €,04/05/2018,Ulpiana
28123,Ofrohet banesa 60m2 me qira ne Mati 1 !DELTA,Prishtine,1,60m 2,230 €,04/05/2018,Ulpiana 1
28124,Shitet banesa 80m2 ne Fushë Kosovë | M1,Prishtine,3,80m 2,"32,000 €",04/05/2018,Fushe Kosove
28125,Banes me Qira ne Mati 1 te Shkolla Pavaresia 230 €,Prishtine,2,0m 2,230 €,04/05/2018,Ulpiana 1
28126,Banes luksoze me Qira Bregu i Diellit (Kompleksi Famis) 400 €,Prishtine,3,0m 2,400 €,04/05/2018,Kodra e Diellit
28127,Banes me Qira Bregu i Diellit (Kompleksi Dafina) 350 €,Prishtine,4,90m 2,350 €,04/05/2018,Kodra e Diellit
28128,"Banese me qira mbrapa ""Sllovenia Sport""",Prishtine,2,65m 2,270 €,03/05/2018,Sllovenia e Sportit
28129,"Banes me qera ne Lagjen Ulpiana, prane Shkolles Hasan Prishtina #843",Prishtine,2,55m 2,220 €,03/05/2018,Ulpiana
28130,"Banes me qera ne Lagjen Bregu i Diellit, prane Ambullantes #844",Prishtine,2,45m 2,200 €,03/05/2018,Kodra e Diellit
28131,Lëshohet kati i shtepis me qera ne Dragodan/Arberi,Prishtine,1,60m 2,250 €,03/05/2018,Arbëria (Dragodani)
28132,Lëshohet banesa me qera ne Tophane,Prishtine,1,65m 2,320 €,03/05/2018,Tophane
28133,"Banesë me qira në Arbëri / Dragodan, Prishtinë | M1",Prishtine,3,80m 2,330 €,03/05/2018,Arbëria (Dragodani)
28134,Banes me Qira ne Mati 1 moderne 350 €,Prishtine,4,0m 2,350 €,03/05/2018,Ulpiana 1
28135,"Banes me qera ne Lagjen Bregu i Diellit, prapa Kolegjit ILIRIA #842",Prishtine,2,63m 2,250 €,03/05/2018,Kodra e Diellit
28136,Ofrohet me qira banesa 83m2 te Mati 1!DELTA,Prishtine,2,83m 2,260 €,02/05/2018,Ulpiana 1
28137,"Banes me qera ne Lagjen Bregu i Diellit, Banesat e Standardit #841",Prishtine,2,54m 2,200 €,02/05/2018,Kodra e Diellit
28138,"Banes me qera ne Lagjen Bregu i Diellit, prapa Kolegjit ILIRIA #842",Prishtine,2,63m 2,250 €,02/05/2018,Kodra e Diellit
28139,Kati i shtepise me qira perballe Komunes,Prishtine,2,75m 2,300 €,02/05/2018,
28140,"Banes me qera ne Lagjen Bregu i Diellit, rruga Hilmi Rakovica #828",Prishtine,2,70m 2,260 €,02/05/2018,Kodra e Diellit
28141,Banes me Qira Bregu i Diellit perballe Permendores 270 €,Prishtine,3,75m 2,270 €,02/05/2018,Kodra e Diellit
28142,Banes me Qira ne Mati 1 Rruga B (Kompleksi Royal) 270 €,Prishtine,2,0m 2,270 €,02/05/2018,Ulpiana 1
28143,Banes me Qira ne Dardani 2+1,Prishtine,3,0m 2,250 €,02/05/2018,Dardania
28144,Banes me Qira Bregu i Diellit te permendorja Enver Maloku e mobiluar 200 €,Prishtine,2,45m 2,200 €,02/05/2018,Kodra e Diellit
28145,Banes me Qira ne Mati 1 (Alko Group)e mobiluar 280 €,Prishtine,2,0m 2,280 €,02/05/2018,Ulpiana 1
28146,"Banesa me qera ne lagjen Kalabria, Prishtine",Prishtine,1,50m 2,180 €,02/05/2018,Dardania
28147,Banese me Qira te Qafa - 300 Euro,Prishtine,2,60m 2,300 €,01/05/2018,Qafa
28148,"Banese me qira ne Dardani, te Parku - 180 Euro",Prishtine,2,49m 2,180 €,01/05/2018,Dardania
28149,"Banese me Qira ne Qender, te Hotel Siriusi - 250 Euro",Prishtine,2,59m 2,250 €,01/05/2018,Qendra
28150,"Banese me qira ne Dardani, te Santea - 4 dhomshe",Prishtine,4,108m 2,350 €,01/05/2018,Dardania
28151,"Banese me Qira te Mati 1, te Royali - 350 Euro",Prishtine,3,89m 2,350 €,01/05/2018,Ulpiana 1
28152,Ofrohet garsoniera 35m2 me qira ne Ulpiane !DELTA,Prishtine,1,35m 2,180 €,01/05/2018,Ulpiana
28153,Leshoj banesen me qira ne qender te Prishtines,Prishtine,2,0m 2,200 €,01/05/2018,Qendra
28154,Ofrohet banesa 90m2 me qira ne lagjjen 4 Llullat !DELTA,Prishtine,3,90m 2,500 €,30/04/2018,4 Lullat
28155,Ofrohet Penthouse 95m2 me qira ne Qender !DELTA,Prishtine,2,95m 2,400 €,30/04/2018,Qendra
28156,Banese me qira ne Tophane,Prishtine,2,76m 2,320 €,30/04/2018,Tophane
28157,Ofrohet banesa 80m2 me qira ne Magj Prishtine-Fushkosov!DELTA,Prishtine,2,80m 2,210 €,30/04/2018,Fushe Kosove
28158,Ofrohet Shtepia 130 m2 me qira ne lagjjen Kalabria !DELTA,Prishtine,5,130m 2,270 €,30/04/2018,Dardania
28159,Banesë me Qira te Gjimnazi “Sami Frashëri”,Prishtine,2,50m 2,200 €,30/04/2018,
28160,Banese me Qira ne Aktash - 350 Euro,Prishtine,3,74m 2,350 €,30/04/2018,Aktash
28161,Banese me qira ne Toke Bashqe - te Gjergj Fishta,Prishtine,2,70m 2,250 €,30/04/2018,
28162,Shtepi me qira ne Aktash - 200 Euro,Prishtine,2,50m 2,200 €,30/04/2018,Aktash
28163,Banese me Qira ne L.Muhaxherve - te Hotel Afa,Prishtine,3,75m 2,250 €,30/04/2018,Lagjja e Muhaxherëve
28164,Banese me Qira ne TokeBashqe - te Gjergj Fishta - 450,Prishtine,4,100m 2,450 €,30/04/2018,
28165,"Banes me qera ne Lagjen Mati 1, banesat e Royalit #840",Prishtine,2,60m 2,280 €,30/04/2018,Ulpiana 1
28166,Ipet banesa me qira e pamobiluar ne matin 1,Prishtine,2,70m 2,250 €,30/04/2018,Ulpiana 1
28167,Jap me qera banesen en Rrugen B 100m2,Prishtine,4,190m 2,360 €,30/04/2018,Rruga B
28168,Banese me qira,Prishtine,2,50m 2,180 €,29/04/2018,
28169,Banesë me Qira në Mati 1 afër Super Vivës e pa mobiluar 200 €,Prishtine,3,95m 2,200 €,29/04/2018,Ulpiana 1
28170,Banesë me Qira në Mati 1 afër Super Vivës (2+1),Prishtine,3,95m 2,200 €,29/04/2018,Ulpiana 1
28171,Banese me Qira ne L.Kalabria(Emshir) - te Fitorja - 200 Euro,Prishtine,2,67m 2,200 €,28/04/2018,Dardania
28172,"Banese me Qira ne Ulpiane, per Studenta - 220 Euro",Prishtine,2,50m 2,220 €,28/04/2018,Ulpiana
28173,"Banese me Qira ne Bregun e Diellit, e RENOVUAR - 200 euro",Prishtine,2,50m 2,200 €,28/04/2018,Kodra e Diellit
28174,"Banese me Qira ne Bregun e Diellit, e Renovuar - 300 Euro",Prishtine,2,60m 2,300 €,28/04/2018,Kodra e Diellit
28175,Ofrohet banesa (zyra) 70m2 me qira ne lagjjen Ulpiana !DELTA,Prishtine,2,70m 2,400 €,28/04/2018,Ulpiana
28176,"Banese 80m2 me qira mbrapa hotelit ""Sirius""",Prishtine,3,80m 2,300 €,28/04/2018,Siriusi
28177,"Banese me qira per zyre ne Qender afer tavernes ""Baron""",Prishtine,3,70m 2,300 €,28/04/2018,Qendra
28178,Banesa me qera ne qender te Prishtines,Prishtine,3,67m 2,300 €,28/04/2018,Qendra
28179,"Banese me qira n e L,Arberia(Dragodan), te MiniMaxi - 250 Euro",Prishtine,1,60m 2,250 €,28/04/2018,Arbëria (Dragodani)
28180,"Banes me qera ne Lagjen Dragodan, prane Komunes se Re #815",Prishtine,2,66m 2,350 €,27/04/2018,Arbëria (Dragodani)
28181,"Banes me qera ne Lagjen e Spitalit, prapa Eulexit #846",Prishtine,3,85m 2,250 €,27/04/2018,Lagjen e Spitalit
28182,Banese me Qira ne L.Kalabria- Emshir- te EXDC - 250 Euro,Prishtine,2,63m 2,250 €,27/04/2018,Dardania
28183,"Banese me Qira ne Ulpiane, mrapa AAK-se - 220 Euro",Prishtine,2,50m 2,220 €,27/04/2018,Ulpiana
28184,"Banese me qira ne Dardani, te Santea - 270 Euro",Prishtine,2,67m 2,270 €,27/04/2018,Dardania
28185,Ofrohet banesa 70m2 me qira ne Aktash !DELTA,Prishtine,1,70m 2,300 €,27/04/2018,Aktash
28186,Lëshohen dy banesa me qera ne Dragodan/Arbëri,Prishtine,1,60m 2,270 €,27/04/2018,Arbëria (Dragodani)
28187,Banes me Qira ne Ulpiane te Soliterat e mobiluar 250 €,Prishtine,2,0m 2,250 €,27/04/2018,Ulpiana
28188,"GARSONJERE me Qira te Qafa , e RENOVUAR - 200 Euro",Prishtine,1,38m 2,200 €,26/04/2018,Qafa
28189,"Banese me Qira ne Ulpiane , te Fontana - 180 Euro",Prishtine,30,30m 2,180 €,26/04/2018,Ulpiana
28190,"Garsonjere me Qira ne Ulpiane, te Fontana - 180 Euro",Prishtine,1,30m 2,180 €,26/04/2018,Ulpiana
28191,"Banesa me qera ne lagjen Kalabria, Prishtine",Prishtine,2,90m 2,370 €,26/04/2018,Dardania
28192,"Banes me qera ne Lagjen Kalabria ( Emshir ), banesat e Lesnes #839",Prishtine,3,70m 2,300 €,26/04/2018,Dardania
28193,"Banese moderne me qira ne Rrugen ""B""",Prishtine,3,86m 2,350 €,26/04/2018,
28194,"Leshohet banesa me qira te ""Qafa"" ne rrugen ""UÇK""",Prishtine,1,40m 2,200 €,26/04/2018,Qafa
28195,Banesa me qera te Qafa 270 euro,Prishtine,3,58m 2,270 €,26/04/2018,Qafa
28196,"Banes me qera ne Lagjen Aktash, prane OSCE, rruga Hajrullah Abdullahu #833",Prishtine,2,55m 2,300 €,25/04/2018,Aktash
28197,"Banes me qera ne Lagjen Aktash, tek Extrem pizza #834",Prishtine,3,75m 2,250 €,25/04/2018,Aktash
28198,"Banes me qera ne Lagjen Qender, prane Komunes se Vjeter #835",Prishtine,1,30m 2,200 €,25/04/2018,Qendra
28199,"Banes me qera ne Lagjen Tophane, te Bahollt #836",Prishtine,2,80m 2,250 €,25/04/2018,Tophane
28200,Ofrohet me qira banesa 68m2 te Rruga B !DELTA,Prishtine,2,68m 2,400 €,25/04/2018,Rruga B
28201,Ofrohet me qira banesa 86m2 te Rruga B !DELTA,Prishtine,2,86m 2,500 €,25/04/2018,Rruga B
28202,Ofrohet me qira banesa 96m2 te Rruga B !DELTA,Prishtine,2,96m 2,800 €,25/04/2018,Rruga B
28203,"Banes me qera ne Lagjen e Spitalit, prapa Eulexit #847",Prishtine,4,110m 2,300 €,25/04/2018,Lagjen e Spitalit
28204,Lëshohet banesa me qera me 86.4m2 ne Pejton te Prime Group,Prishtine,2,864m 2,500 €,25/04/2018,Lakrishta
28205,Leshohet banesa me qera ne Bregu i diellit,Prishtine,2,65m 2,320 €,25/04/2018,Kodra e Diellit
28206,"Banesa me qera te Qafa ne rrugen UÇK, 350 euro",Prishtine,3,85m 2,359 €,25/04/2018,Qafa
28207,Banes me Qira ne Dardani te Bill Clintoni 1+1,Prishtine,3,0m 2,250 €,25/04/2018,Dardania
28208,Banesë me Qira në Velani mbi Park te Qytetit te kompleksi Panorama,Prishtine,1,55m 2,200 €,25/04/2018,Velania
28209,Banesë me qira te Qafa mbrapa ProCredit Bank,Prishtine,1,0m 2,250 €,25/04/2018,Qafa
28210,Banesë me Qira në Rrugën B te Banesat e Royalit,Prishtine,1,0m 2,230 €,25/04/2018,
28211,Banesë me qira ne Kalabri te banesat e Fitores,Prishtine,1,67m 2,200 €,25/04/2018,Kalabria
28212,Banesë me Qira te Ambulanta ne Breg të Diellit,Prishtine,1,45m 2,200 €,25/04/2018,Kodra e Diellit
28213,Banesë me qira ne Rrugen B,Prishtine,2,90m 2,270 €,25/04/2018,Rruga B
28214,Garsonjere me Qira ne Ulpiane e mobiluar 170 €,Prishtine,1,0m 2,170 €,24/04/2018,Ulpiana
28215,Banes me Qira Bregu i Diellit perballe Permendores e mobiluar 190 €,Prishtine,2,0m 2,190 €,24/04/2018,Kodra e Diellit
28216,Banes me Qira ne Mati 1 (Kompleksi Royal) 2+1,Prishtine,3,0m 2,370 €,24/04/2018,Ulpiana 1
28217,Banes me Qira ne Dardani 250 €/muaj e mobiluar,Prishtine,3,100m 2,250 €,24/04/2018,Dardania
28218,Ofrohet banesa 72m2 me qira ne Bregun e Diellit !DELTA,Prishtine,1,72m 2,300 €,24/04/2018,Kodra e Diellit
28219,Ofrohet banesa 62m2 me qira ne Emshir !DELTA,Prishtine,1,62m 2,250 €,24/04/2018,Kalabria
28220,Ofrohet banesa 64m2 me qira ne Mat 1 !DELTA,Prishtine,1,64m 2,250 €,24/04/2018,Ulpiana 1
28221,Ofrohet kat shtepie 100m2 me qira ne Rrugen C !DELTA,Prishtine,1,100m 2,700 €,24/04/2018,Rruga C
28222,Ofrohet banesa 50m2 me qira ne Rrugen C !DELTA,Prishtine,1,50m 2,290 €,24/04/2018,Rruga C
28223,Ofrohet banesa 50m2 me qira te Muhaxheret !DELTA,Prishtine,1,50m 2,220 €,24/04/2018,Lagjja e Muhaxherëve
28224,Ofrohet banesa 57 m2 me qira te Qafa !DELTA,Prishtine,2,57m 2,300 €,23/04/2018,Qafa
28225,Ofrohet me qira banesa 56 m2 ne Emshir !DELTA,Prishtine,1,56m 2,300 €,23/04/2018,Kalabria
28226,"Banese me Qira te Parku i Qytetit , te Busti i Isa Kastratit - 250 Euro",Prishtine,3,75m 2,250 €,23/04/2018,Lagjja e Muhaxherëve
28227,Banese me Qira ne Ulpiane te ish Hotel Baci - 250 Euro,Prishtine,2,45m 2,250 €,23/04/2018,Ulpiana
28228,"Banese me Qira te 4 Llullat, perball Furres Moni",Prishtine,3,85m 2,350 €,23/04/2018,4 Lullat
28229,"Banese me Qira te Rruga B, perball banesave te Bardha - 200 Euro",Prishtine,2,64m 2,200 €,23/04/2018,Rruga B
28230,Banesë me qera te 4 Llullat afer xhamis,Prishtine,2,68m 2,300 €,23/04/2018,4 Lullat
28231,Banes me qera ne Kalabri (Emshir) te Narteli,Prishtine,1,65m 2,250 €,23/04/2018,Kalabria
28232,Banesë me Qera ne Mati 1,Prishtine,1,60m 2,200 €,23/04/2018,Ulpiana 1
28233,Banesë me Qira ne Breg të Diellit te Posta e Vogël,Prishtine,1,55m 2,200 €,23/04/2018,Kodra e Diellit
28234,Banes me qira ne Lagje te Muhaxherve te Xhamija*,Prishtine,2,85m 2,350 €,23/04/2018,Lagjja e Muhaxherëve
28235,Banesë duplex me qira ne Breg Dillit te furra Qerimi 2,Prishtine,1,50m 2,220 €,23/04/2018,Kodra e Diellit
28236,Banesë me Qira ne Lagje te Muhaxherëve mbi Hotel Afa,Prishtine,2,75m 2,250 €,23/04/2018,
28237,Banesë me qira në Dardani te Santea,Prishtine,2,55m 2,200 €,23/04/2018,Dardania
28238,Banes me qira ne Mati 1 te marketi Super VIVA,Prishtine,3,85m 2,300 €,23/04/2018,Ulpiana 1
28239,Grasonjerkë me Qira ne Ulpianë,Prishtine,1,35m 2,200 €,23/04/2018,Ulpiana
28240,Banes me Qira Bregu i Diellit (Kompleksi Famis) 170 €,Prishtine,2,0m 2,170 €,23/04/2018,Kodra e Diellit
28241,Ofrohet banesa 80m2 me qira te Muhaxheret !DELTA,Prishtine,2,80m 2,300 €,22/04/2018,Lagjja e Muhaxherëve
28242,Ofrohet kat shtepie 60m2 me qira afer Sami Frasherit !DELTA,Prishtine,1,60m 2,200 €,22/04/2018,Sami Frasheri
28243,Leshohet banesa me qira.,Prishtine,2,96m 2,300 €,22/04/2018,
28244,Ipet banesa me qira ne mati 1 extra e mobiluar,Prishtine,2,60m 2,250 €,22/04/2018,Ulpiana 1
28245,"Banese me Qira ne Bregun e Diellit , te Famisi - 300 Euro",Prishtine,2,73m 2,300 €,21/04/2018,Kodra e Diellit
28246,"Banese me Qira te Mati 1, afer Viva Fresh - 200 Euro",Prishtine,2,60m 2,200 €,21/04/2018,Ulpiana 1
28247,Banese me Qira ne Lagjen e Muhaxherve - 3 Dhomshe - 200 Euro,Prishtine,3,70m 2,200 €,21/04/2018,Lagjja e Muhaxherëve
28248,"Banese me Qira ne Vranjevc , afer Xhamise se Llapit - 200 Euro",Prishtine,3,90m 2,200 €,21/04/2018,
28249,"Banese me Qira ne Velani, te Vorri i Rugoves - 250 Euro",Prishtine,3,75m 2,250 €,21/04/2018,Velania
28250,Garsonjere me Qira ne Lagjen e Muhaxherve - te Hotel AFA - 220 Euro,Prishtine,1,40m 2,220 €,21/04/2018,Lagjja e Muhaxherëve
28251,Ofrohet per shitje banesaqira garsonjera 20m2 ne Ulpiane !DELTA,Prishtine,2,60m 2,250 €,21/04/2018,Ulpiana
28252,Ipet banesa me qira ne tophane,Prishtine,4,135m 2,500 €,21/04/2018,Tophane
28253,Ipet banesa me qira ne matin 1,Prishtine,3,80m 2,250 €,21/04/2018,Ulpiana 1
28254,Ipet banesa me qira ne qender te htel siriusi,Prishtine,2,65m 2,300 €,21/04/2018,Qendra
28255,banes me qira rruga B,Prishtine,2,87m 2,800 €,21/04/2018,Rruga B
28256,Ofrohet banesa 60m2 me qira te Qafa !DELTA,Prishtine,2,60m 2,350 €,20/04/2018,Qafa
28257,Leshohet banesa me qera,Prishtine,3,80m 2,260 €,20/04/2018,
28258,Ofrohet me qira banesa 60m2 ne Tophane !DELTA,Prishtine,2,60m 2,300 €,20/04/2018,Tophane
28259,Banes luksoze me Qira te Dodona 2+1,Prishtine,3,0m 2,500 €,20/04/2018,Lagjja e Muhaxherëve
28260,Banes luksoze me Qira ne Emshir te Qendra Tregtare Dardha 400 €,Prishtine,105,0m 2,400 €,20/04/2018,Qendra
28261,Banes me qera,Prishtine,3,0m 2,300 €,20/04/2018,
28262,Gasoniere me qira,Prishtine,1,40m 2,230 €,20/04/2018,
28263,banes me qira rruga B,Prishtine,2,88m 2,500 €,20/04/2018,Rruga B
28264,Banese me Qira ne Bregun e Diellit - 200 Euro,Prishtine,2,50m 2,200 €,19/04/2018,Kodra e Diellit
28265,Banesë EXLUZIVE me Qera ne Dardani te Bill Clintoni,Prishtine,1,60m 2,350 €,19/04/2018,Dardania
28266,BANESË EKSKLUZIVE me QERA te EXDC ne KALABRI,Prishtine,1,65m 2,280 €,19/04/2018,Kalabria
28267,Banesë me qera te Qafa perball shkolles fillore “Meto Bajraktari”,Prishtine,1,60m 2,250 €,19/04/2018,Qafa
28268,Banesë me qera në rrugën C te banesat e Tregtisë,Prishtine,1,55m 2,280 €,19/04/2018,
28269,Banes me qera ne Kalabri (Emshir) te Narteli,Prishtine,1,65m 2,250 €,19/04/2018,Kalabria
28270,Banes me qera ne Lagje te Muhaxherve te Xhamija,Prishtine,2,85m 2,350 €,19/04/2018,Lagjja e Muhaxherëve
28271,Banesë Luksoze ne Aktash perball Salles 1 Tetori,Prishtine,2,89m 2,350 €,19/04/2018,Aktash
28272,Ofrohet banesa 76m2 me qira te Qafa !DELTA,Prishtine,2,76m 2,230 €,19/04/2018,Qafa
28273,Leshohet me qera banesa ne Tophane,Prishtine,3,100m 2,400 €,19/04/2018,Tophane
28274,Banesë me Qira në Mati 1 afër Super Vivës e re gjysme e mobiluar 230 €,Prishtine,3,75m 2,230 €,19/04/2018,Ulpiana 1
28275,Banes me Qira ne Dardani me pamje nga parku 200 €,Prishtine,2,0m 2,200 €,19/04/2018,Dardania
28276,Ofrohet me qira banesa 70m2 te Muhaxheret!DELTA,Prishtine,2,70m 2,250 €,18/04/2018,Lagjja e Muhaxherëve
28277,Ofrohet me qira banesa 65m2 ne Ulpiane !DELTA,Prishtine,3,65m 2,250 €,18/04/2018,Ulpiana
28278,Ofrohet me qira banesa 70m2 ne Qender !DELTA,Prishtine,3,70m 2,350 €,18/04/2018,Qendra
28279,"Banes me qera ne Lagjen Bregu i Diellit, te banesat e Standardit #831",Prishtine,3,72m 2,250 €,18/04/2018,Kodra e Diellit
28280,"Banes me qera ne Lagjen Bregu i Diellit, Banesat e Standardit, Kompleksi Dafina #832",Prishtine,2,41m 2,200 €,18/04/2018,Kodra e Diellit
28281,Banes me Qira (Banim&Zyre) te Fakulteti Teknik (1+1) Kati përdhesë,Prishtine,2,55m 2,250 €,18/04/2018,
28282,Banes me Qira ne Mati 1 (Cima Construction) 300 €,Prishtine,3,0m 2,300 €,18/04/2018,Ulpiana 1
28283,VR REAL ESTATE AGENCY BANESA ME QIRA ARBËRI,Prishtine,4,0m 2,800 €,18/04/2018,Arbëria (Dragodani)
28284,Banese me Qira ne L.Kalabria(Emshir) - 200 Euro,Prishtine,2,56m 2,200 €,17/04/2018,Dardania
28285,"Banese me Qira te Mati 1, afer Super Vives - 250 Euro",Prishtine,3,75m 2,250 €,17/04/2018,Ulpiana 1
28286,"Banese me Qira ne Qender, te 4 Llullat - 350 Euro",Prishtine,3,70m 2,350 €,17/04/2018,Qendra
28287,"Banese me qira ne L.Arberia (Dragodan) , te Meridiani - 235 Euro",Prishtine,2,60m 2,235 €,17/04/2018,Arbëria (Dragodani)
28288,"Garosnjere me Qira ne Ulpiane, te Fontana - 180 Euro",Prishtine,1,25m 2,180 €,17/04/2018,Ulpiana
28289,Banese me Qira te Qafa - 250 Euro,Prishtine,1,60m 2,250 €,17/04/2018,Qafa
28290,Banese me Qira ne L.Kalabria(Emshir) - te UBT - ja - 250 Euro,Prishtine,2,53m 2,250 €,17/04/2018,Dardania
28291,"Banese me Qira ne Qender, te Stacioni Policore 92 - 300 Euro",Prishtine,3,78m 2,300 €,17/04/2018,Qendra
28292,"Banes me qera ne Lagjen Arberia ( Dragodan ), prane Meridian Express #807",Prishtine,3,110m 2,400 €,17/04/2018,Arbëria (Dragodani)
28293,Banesë 95m2 me qira në lagjen Bregu i Diellit.,Prishtine,3,95m 2,390 €,17/04/2018,Kodra e Diellit
28294,Leshohet banesa \ zyra me qira ne lagjen Tophane - 00100,Prishtine,4,100m 2,400 €,17/04/2018,Tophane
28295,Banes me Qira ne Mati 1 afer kompleksit Pozhegu Brothers 250 €,Prishtine,3,84m 2,250 €,17/04/2018,Ulpiana 1
28296,Banes me Qira ne Lagjen e Muhaxherëve e mobiluar 250 €,Prishtine,2,0m 2,250 €,17/04/2018,
28297,Banes me Qira ne Mati 1 e mobiluar 300 €,Prishtine,3,80m 2,300 €,17/04/2018,Ulpiana 1
28298,Ofrohet banesa 94m2 ne lagjjen Mati 1 te Shkolla Pavarsia.,Prishtine,3,94m 2,350 €,16/04/2018,Ulpiana 1
28299,Banese me Qira ne Lagjen e Muhaxherve - 230 Euro,Prishtine,2,65m 2,230 €,16/04/2018,Lagjja e Muhaxherëve
28300,"Banese me Qira te Mati 1, afer Super Vives ,te Pozhegu Brothers - 250 Euro",Prishtine,2,70m 2,250 €,16/04/2018,Ulpiana 1
28301,"Banese me Qira ne L.Muhaxhereve , 3 Dhomshe - 200 Euro",Prishtine,3,70m 2,200 €,16/04/2018,Lagjja e Muhaxherëve
28302,"Banese me Qira ne Qender, te 4 Llullat , kati i 1 -re -260 Euro",Prishtine,2,65m 2,260 €,16/04/2018,Qendra
28303,"2 Banesa me Qira ne Velani, te Objekti Panorama - 260 Euro",Prishtine,3,78m 2,260 €,16/04/2018,Velania
28304,Banese me qira ne Lakrishte - 190 Euro,Prishtine,2,45m 2,190 €,16/04/2018,Lakrishta
28305,Ofrohet me qira banesa 95m2 te 4 Llullat!DELTA,Prishtine,3,95m 2,500 €,16/04/2018,4 Lullat
28306,Ofrohet me qira banesa 40 m2 ne Ulpiane !DELTA,Prishtine,2,40m 2,230 €,16/04/2018,Ulpiana
28307,Ofrohet me qira banesa 75m2 ne Aktash !DELTA,Prishtine,3,75m 2,300 €,16/04/2018,Aktash
28308,Ofrohet me qira garsoniera 27m2 ne Qender! DELTA,Prishtine,1,27m 2,150 €,16/04/2018,Qendra
28309,"Banes me qera ne Lagjen Bregu i Diellit, rruga Hilmi Rakovica #828",Prishtine,2,70m 2,260 €,16/04/2018,Kodra e Diellit
28310,"Banes me qera ne Lagjen Mati 1, prane Banesave te Standardit #829",Prishtine,2,60m 2,200 €,16/04/2018,Ulpiana 1
